,name,type,rating,review_count,price,address,label,dine_in,takeaway,delivery,drive_through,no_del_exp,curb_pickup,postal_code,municipality,neighborhood
0,Augusto Lisboa,brunch,4.8,1032.0,2,"Rua Santa M.nha 26, 1100-491 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-491,Lisboa,Graça
1,Tiffin Cafe & Restaurant Lisboa,cafe,4.9,139.0,2,"R. do Conde 32, 1200-637 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-637,Lisboa,Prazeres
2,Crisfama,mediterranean,4.8,649.0,1,"Rua da Cruz de Santa Apolónia 56, 1100-188 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-188,Lisboa,Santa Engrácia
3,Alma,european,4.8,953.0,4,"R. Anchieta 15, 1200-224 Lisboa, Portugal","['dine-in', 'no takeaway', 'no delivery']",1,1,0,0,1,0,1200-224,Lisboa,São Paulo
4,Restaurant CHULHO & Bar,chicken,4.9,180.0,1,"R. de São João da Mata 82, 1200-850 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-850,Lisboa,Lapa
5,Jam Club,bar,4.8,664.0,1,"Tv. Inglesinhos 49, 1200-223 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-223,Lisboa,Santa Catarina
6,Ramiro,seafood,4.5,11612.0,3,"Av. Alm. Reis 1 H, 1150-007 Lisboa, Portugal","['dine-in', 'drive-through', 'no-contact delivery']",1,0,1,1,0,0,1150-007,Lisboa,Alto do Pina
7,Belcanto,south_america,4.6,865.0,4,"R. Serpa Pinto 10A, 1200-026 Lisboa, Portugal","['dine-in', 'no takeaway', 'no delivery']",1,1,0,0,1,0,1200-026,Lisboa,Encarnação
8,A Cevicheria,south_america,4.4,2674.0,2,"R. Dom Pedro V 129, 1250-096 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-096,Lisboa,Santa Isabel
9,Lisbon cafe & kebab house,veggie_healthy,4.9,37.0,1,"Rua Marquês Ponte de Lima 21C, 1100-132 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1100-132,Lisboa,Socorro
10,Frade dos Mares,seafood,4.6,1256.0,2,"Av. Dom Carlos i 55A, 1200-647 Lisboa, Portugal","['dine-in', 'takeaway', 'no-contact delivery']",1,1,1,0,0,0,1200-647,Lisboa,Santa Catarina
11,Estaminé art food drink,bistro,4.8,226.0,1,"Calçada do Monte 86A, 1170-112 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1170-112,Lisboa,Anjos
12,Mercearia do Século,brunch,4.8,287.0,1,"Rua de O Século 145, 1250-095 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1250-095,Lisboa,Encarnação
13,Needle in a haystack,grill,4.8,425.0,2,"R. Jardim do Tabaco 3, 1100-286 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1100-286,Lisboa,Santo Estevão
14,Sommelier Lisbon,european,4.6,514.0,3,"R. do Telhal 59, 1150-316 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1150-316,Lisboa,Pena
15,RIB - Beef & Wine Lisboa,grill,4.4,529.0,2,"Praça do Comércio 31A, 1100-148 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1100-148,Lisboa,Madalena
16,Yallah Lisboa,mediterranean,4.3,342.0,1,"R. Santos-O-Velho 22, 1200-813 Lisboa, Portugal","['dine-in', 'curbside pickup', 'no delivery']",1,0,0,0,1,1,1200-813,Lisboa,Santos-o-Velho
17,Taberna Sal Grosso,chicken,4.7,1223.0,1,"Calçada do Forte 22, 1100-256 Lisboa, Portugal",['dine-in'],1,0,0,0,0,0,1100-256,Lisboa,São Vicente de Fora
18,Rua,chicken,4.7,213.0,2,"Rua de O Século 149 a, 1200-434 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-434,Lisboa,Mercês
19,Restaurante Consensual,bistro,4.6,142.0,1,"Travessa da Água da Flor 42, 1200-010 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-010,Lisboa,Encarnação
20,Tantura,mediterranean,4.7,750.0,2,"R. do Trombeta 1 D, 1200-471 Lisboa, Portugal","['dine-in', 'curbside pickup', 'no-contact delivery']",1,0,1,0,0,1,1200-471,Lisboa,Encarnação
21,JNcQUOI Avenida,brunch,4.6,1827.0,4,"Av. da Liberdade 182 184, 1250-146 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-146,Lisboa,Coração de Jesus
22,The Little Wine Bar,bar,4.7,294.0,2,"Calçada do Duque 39, 1200-155 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1200-155,Lisboa,Encarnação
23,A Taberna Do Mar,european,4.7,204.0,2,"Calçada da Graça 20 B, 1100-266 Lisboa, Portugal","['dine-in', 'curbside pickup', 'no delivery']",1,0,0,0,1,1,1100-266,Lisboa,Graça
24,A Venda Lusitana,mediterranean,4.6,340.0,2,"R. do Telhal 75, 1150-345 Lisboa, Portugal","['dine-in', 'curbside pickup']",1,0,0,0,0,1,1150-345,Lisboa,São José
25,Duque,mediterranean,4.6,1010.0,2,"R. do Duque 5, 1200-158 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1200-158,Lisboa,Sacramento
26,Ofício,south_america,4.5,584.0,2,"R. Nova da Trindade 11k, 1200-301 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-301,Lisboa,Sacramento
27,Yak & Yeti,indian_nepalese,4.6,816.0,1,"Calçada de Santo André 17, 1100-466 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1100-466,Lisboa,São Miguel
28,Lisboa à Noite,portuguese,4.5,678.0,3,"R. das Gáveas 69, 1200-206 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1200-206,Lisboa,Encarnação
29,Lisbon You and Me,european,4.5,1459.0,1,"R. da Adiça 58, 1100-118 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-118,Lisboa,São Miguel
30,Epur,european,4.8,138.0,4,"Largo da Academia Nacional de Belas Artes 14, 1200-289 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1200-289,Lisboa,Mártires
31,Bono Lisboa,grill,4.9,115.0,1,"Calçada Ferragial 9, 1200-182 Lisboa, Portugal","['dine-in', 'delivery', 'no takeaway']",1,1,1,0,0,0,1200-182,Lisboa,Encarnação
32,Augusto Lisboa,brunch,4.8,1032.0,2,"Rua Santa M.nha 26, 1100-491 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-491,Lisboa,Graça
33,A Cevicheria,south_america,4.4,2674.0,2,"R. Dom Pedro V 129, 1250-096 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-096,Lisboa,Santa Isabel
34,Crisfama,mediterranean,4.8,649.0,1,"Rua da Cruz de Santa Apolónia 56, 1100-188 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-188,Lisboa,Santa Engrácia
35,Sommelier Lisbon,european,4.6,514.0,3,"R. do Telhal 59, 1150-316 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1150-316,Lisboa,Pena
36,Ramiro,seafood,4.5,11612.0,3,"Av. Alm. Reis 1 H, 1150-007 Lisboa, Portugal","['dine-in', 'drive-through', 'no-contact delivery']",1,0,1,1,0,0,1150-007,Lisboa,Alto do Pina
37,Estaminé art food drink,bistro,4.8,226.0,1,"Calçada do Monte 86A, 1170-112 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1170-112,Lisboa,Anjos
38,Tapisco Lisboa,european,4.4,822.0,3,"R. Dom Pedro V 81, 1250-096 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-096,Lisboa,Santa Isabel
39,Maria Catita,portuguese,4.5,1763.0,2,"Rua dos Bacalhoeiros 30, 1100-389 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-389,Lisboa,Madalena
40,Pateo - Bairro do Avillez,portuguese,4.3,4137.0,3,"R. Nova da Trindade 18, 1200-303 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-303,Lisboa,Sacramento
41,Gambrinus,portuguese,4.4,1199.0,4,"R. das Portas de Santo Antão 23, 1150-264 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1150-264,Lisboa,Pena
42,Restaurante Meson Andaluz,european,4.4,1081.0,2,"Tv. do Alecrim 4, 1200-019 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-019,Lisboa,São Paulo
43,La Paparrucha,south_america,4.5,2307.0,3,"R. Dom Pedro V 18 20, 1250-094 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-094,Lisboa,Encarnação
44,Lisboa é Linda,cafe,4.6,674.0,2,"Tv. São Paulo 9 13, 1200-431 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-431,Lisboa,São Paulo
45,Loco,european,4.7,260.0,4,"R. Navegantes nº53-B, 1200-731 Lisboa, Portugal","['dine-in', 'no takeaway', 'no delivery']",1,1,0,0,1,0,1200-731,Lisboa,Lapa
46,Nossa Lisboa,cafe,4.4,579.0,1,"R. Joaquim Bonifácio 20A, 1150-134 Lisboa, Portugal","['dine-in', 'drive-through', 'no-contact delivery']",1,0,1,1,0,0,1150-134,Lisboa,Pena
47,Porter,bistro,4.4,121.0,1,"Rua do Arsenal 146, 1100-041 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-041,Lisboa,Mártires
48,Coppola,pizza,4.9,89.0,2,"Praça das Flores 56, 1200-250 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-250,Lisboa,Mercês
49,A Nossa Casa,european,4.8,706.0,2,"R. da Atalaia 31, 1200-037 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-037,Lisboa,Encarnação
50,Essencial,european,4.8,107.0,1,"R. da Rosa 176, 1200-390 Lisboa, Portugal",['dine-in'],1,0,0,0,0,0,1200-390,Lisboa,Encarnação
51,Sanskar Nepal,indian_nepalese,4.7,915.0,1,"das, R. Chagas 25 27, 1200-106 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-106,Lisboa,Encarnação
52,Restaurante Floresta das Escadinhas,grill,4.6,1041.0,1,"R. de Santa Justa 3, 1100-213 Lisboa, Portugal","['dine-in', 'curbside pickup', 'no delivery']",1,0,0,0,1,1,1100-213,Lisboa,São Vicente de Fora
53,Sucolento,chicken,4.7,455.0,1,"R. do Instituto Industrial 7H, 1200-225 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-225,Lisboa,São Paulo
54,"LOOP restaurante, café, mercearia",japanese,4.9,27.0,1,"Largo Agostinho da Silva 1, 1200-009 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-009,Lisboa,Mercês
55,Versículo d'O Faia,portuguese,4.7,481.0,2,"R. da Barroca 60A, 1200-050 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1200-050,Lisboa,Encarnação
56,Lugar Marcado,pasta,4.6,210.0,1,"Rua Regedor 7 entre o Largo do Caldas e o, Largo São Cristóvão n, 1100-433 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1100-433,Lisboa,São Cristóvão
57,Adega Dom Luis,european,4.7,206.0,2,"Rua Luís Fernandes 24, 1200-424 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-424,Lisboa,Mercês
58,Estórias na Casa da Comida,european,4.5,372.0,3,"Travessa das Amoreiras 1, 1250-025 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-025,Lisboa,São Mamede
59,da Prata 52,european,4.7,1211.0,2,"Rua da Prata 52, 1100-150 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-150,Lisboa,Madalena
60,Taberna da Rua das Flores,european,4.3,1342.0,2,"Rua das Flores 103, 1200-194 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-194,Lisboa,Encarnação
61,Sr. Lisboa,european,4.5,1084.0,2,"R. São José n134 136, 1150-325 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1150-325,Lisboa,São José
62,Clube de Jornalistas,european,4.6,660.0,3,"R. das Trinas 129, 1200-857 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-857,Lisboa,Lapa
63,HAWAII POKE-IN,mexican,4.9,211.0,1,"R. das Taipas 37, 1250-092 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-092,Lisboa,Encarnação
64,Bairrices,european,4.6,463.0,2,"Tv. do Carvalho 27, 1200-097 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-097,Lisboa,São Paulo
65,Organi Chiado,veggie_healthy,4.7,1204.0,2,"Calçada Nova de São Francisco 2, 1200-300 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-300,Lisboa,Mártires
66,Olá Nepal,indian_nepalese,4.6,1193.0,1,"Rua do Conde de Redondo 121A, 1150-104 Lisboa, Portugal","['dine-in', 'curbside pickup', 'no-contact delivery']",1,0,1,0,0,1,1150-104,Lisboa,Coração de Jesus
67,Dede's,brunch,4.9,202.0,1,"R. de Sant'Ana à Lapa 33, 1200-796 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-796,Lisboa,Lapa
68,Maruto,bistro,4.6,509.0,2,"R. Cais de Santarém 30, 1100-603 Lisboa, Portugal",['nan'],0,0,0,0,0,0,1100-603,Lisboa,Santo Estevão
69,Akla,portuguese,4.4,128.0,1,"R. Castilho 149D, 1099-034 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1099-034,Lisboa,Coração de Jesus
70,Leo Restaurant,africa_me,4.6,443.0,1,"Rua do Zaire 17C, 1170-397 Lisboa, Portugal","['dine-in', 'takeaway', 'no-contact delivery']",1,1,1,0,0,0,1170-397,Lisboa,Anjos
71,Café do Rio - Hamburgueria Gourmet,burger,4.6,1079.0,2,"Rua da Alfândega 114, 1100-016 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1100-016,Lisboa,Madalena
72,Bistrô Gato pardo,bistro,4.6,623.0,2,"R. de São Vicente nr 10, 1100-574 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-574,Lisboa,São Vicente de Fora
73,M’arrecreo Pizzeria,pizza,4.7,528.0,2,"R. de São Pedro de Alcântara 35, 1200-270 Lisboa, Portugal","['dine-in', 'delivery']",1,0,1,0,0,0,1200-270,Lisboa,Encarnação
74,IIIMPAR,grill,4.6,612.0,2,"R. Nova de São Mamede 23, 1250-172 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-172,Lisboa,São Mamede
75,Solar dos Presuntos,seafood,4.5,2900.0,1,"junto ao Elevador do Lavra, R. das Portas de Santo Antão 150, 1150-269 Lisboa, Portugal","['dine-in', 'takeaway', 'no-contact delivery']",1,1,1,0,0,0,1150-269,Lisboa,Pena
76,O Coradinho,burger,4.3,477.0,1,"R. de Santa Marta 4, 1150-295 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1150-295,Lisboa,Coração de Jesus
77,Al Garage,italian,4.4,2470.0,2,"R. Castilho 63, 1250-068 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-068,Lisboa,Coração de Jesus
78,Mattë Lisboa,japanese,4.6,106.0,1,"Calçada Marquês Abrantes 22, 1200-719 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1200-719,Lisboa,Santos-o-Velho
79,Boi-Cavalo Restaurante,portuguese,4.1,233.0,1,"R. do Vigário 70B, 1100-616 Lisboa, Portugal","['dine-in', 'no takeaway', 'no delivery']",1,1,0,0,1,0,1100-616,Lisboa,Santo Estevão
80,Lisboète,european,4.6,146.0,1,"Calçada Marquês Abrantes 94, 1200-720 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1200-720,Lisboa,Santos-o-Velho
81,Carmo,bar,4.3,921.0,2,"Largo do Carmo 11, 1200-022 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-022,Lisboa,Sacramento
82,Leve Leve - Tapas Bar,european,4.6,1119.0,1,"Tv. da Boa Hora 39, 1200-011 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-011,Lisboa,Encarnação
83,Tágide,european,4.3,481.0,2,"Largo da Academia Nacional de Belas Artes 18-20, 1200-005 Lisboa, Portugal","['dine-in', 'no takeaway', 'no delivery']",1,1,0,0,1,0,1200-005,Lisboa,Mártires
84,Pizzeria Romana BIO,pizza,4.6,845.0,1,"R. de São João da Praça 75, 1100-519 Lisboa, Portugal","['dine-in', 'curbside pickup', 'no-contact delivery']",1,0,1,0,0,1,1100-519,Lisboa,Sé
85,Stasha,mediterranean,4.4,955.0,2,"R. das Gáveas 21 a 33, 1200-206 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-206,Lisboa,Encarnação
86,Legumi Sushi Vegan,veggie_healthy,4.7,295.0,1,"Calçada do Combro 56, 1200-452 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-452,Lisboa,Santa Catarina
87,Bastardo,pasta,4.3,688.0,2,"Rua da Betesga, 1100-090 Lisboa, Portugal",['nan'],0,0,0,0,0,0,1100-090,Lisboa,São Nicolau
88,Taverna Alfacinha,mediterranean,4.5,531.0,1,"R. dos Sapateiros, 1100-577 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1100-577,Lisboa,São Nicolau
89,Mini Bar Theater José Avillez,bar,4.5,815.0,1,"R. Nova da Trindade 18, 1200-235 Lisboa, Portugal","['dine-in', 'no takeaway', 'no delivery']",1,1,0,0,1,0,1200-235,Lisboa,Sacramento
90,Flor de Lis,brunch,4.8,25.0,1,"Av. Eng. Duarte Pacheco 15, 1070-100 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1070-100,Lisboa,Campolide
91,Forno d'Oro,italian,4.6,2604.0,2,"R. Artilharia 1 16b, 1250-039 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1250-039,Lisboa,Campolide
92,Season,european,4.7,257.0,1,"R. Nova da Piedade 62, 1200-299 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-299,Lisboa,Mercês
93,Eating Bear,european,4.5,396.0,2,"R. da Madalena 62/64, 1100-404 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1100-404,Lisboa,Madalena
94,CARMO TABERNA PORTUGUESA E WINE BAR,bar,4.4,63.0,1,"R. da Barroca 70, 1200-000 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1200-000,,
95,A Loja do Sr. Rocha,cafe,4.6,145.0,1,"Calçada da Estrela 68, 1200-667 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-667,Lisboa,Lapa
96,Grapes & Bites - Hostel and Wines,european,4.4,643.0,1,"R. do Norte 85, 1200-284 Lisboa, Portugal",['dine-in'],1,0,0,0,0,0,1200-284,Lisboa,Encarnação
97,O Canastro,portuguese,4.3,130.0,1,"Calçada Santana 49, 1150-320 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1150-320,Lisboa,Pena
98,Restaurante Bota Alta,portuguese,4.2,618.0,2,"Tv. da Queimada 37, 1200-364 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-364,Lisboa,Encarnação
99,Vegan Junkies,veggie_healthy,4.7,396.0,2,"R. Luciano Cordeiro 28, 1150-300 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1150-300,Lisboa,Coração de Jesus
100,The George,bar,4.3,1714.0,2,"R. do Crucifixo 58 66, 1100-184 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1100-184,Lisboa,São Nicolau
101,Pizzaria Luzzo,pizza,4.4,1384.0,2,"R. de Santa Marta 37A C, 1150-005 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1150-005,Lisboa,Coração de Jesus
102,Wel Well Center,brunch,5.0,16.0,1,"R. Marcos Portugal 18A, 1200-258 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-258,Lisboa,Mercês
103,Manny's Place Lisbon,european,5.0,1.0,1,"R. da Barroca 92, 1200-190 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1200-190,Lisboa,Encarnação
104,BellaPasta,pasta,3.3,182.0,1,"R. Augusta 278, 1100-202 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-202,Lisboa,Santa Justa
105,Santa Lisboa,portuguese,4.1,9.0,1,"R. de São João da Praça 103, 1100-585 Lisboa, Portugal",['dine-in'],1,0,0,0,0,0,1100-585,Lisboa,Sé
106,Moma,grill,3.2,442.0,2,"R. dos Correeiros 16, 1100-166 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1100-166,Lisboa,São Nicolau
107,Taco Locoo,south_america,4.7,332.0,1,"Rua do Conde de Redondo 119A, 1150-294 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1150-294,Lisboa,Coração de Jesus
108,Boa-Bao,asian,4.4,3621.0,3,"Largo Rafael Bordalo Pinheiro 30, 1200-369 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-369,Lisboa,Sacramento
109,Bistro 100 Maneiras,european,4.4,1457.0,3,"Largo da Trindade 9, 1200-466 Lisboa, Portugal",['nan'],0,0,0,0,0,0,1200-466,Lisboa,Sacramento
110,Varanda Restaurant,portuguese,4.5,90.0,1,"R. Rodrigo da Fonseca 88, 1099-039 Lisboa, Portugal","['dine-in', 'no takeaway']",1,1,0,0,0,0,1099-039,Lisboa,São Mamede
111,Pesca,seafood,4.6,187.0,1,"R. da Escola Politécnica 27, 1250-099 Lisboa, Portugal",['nan'],0,0,0,0,0,0,1250-099,Lisboa,São Mamede
112,Trinca,mexican,4.8,195.0,1,"Rua dos Anjos 59C, 1150-034 Lisboa, Portugal","['dine-in', 'curbside pickup', 'delivery']",1,0,1,0,0,1,1150-034,Lisboa,Anjos
113,Kerala,indian_nepalese,4.8,459.0,2,"R. Passos Manuel 14, 1150-260 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1150-260,Lisboa,São Jorge de Arroios
114,Focaccia in Giro,veggie_healthy,4.6,277.0,1,"Campo de Santa Clara 141, 1100-474 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-474,Lisboa,São Vicente de Fora
115,Li28oa,european,4.8,199.0,1,"R. Cegos 6, 1100-466 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-466,Lisboa,São Miguel
116,Royal Spice Restaurante,chicken,4.6,386.0,1,"Rua do Conde de Redondo 127, 1150-104 Lisboa, Portugal","['dine-in', 'takeaway', 'no-contact delivery']",1,1,1,0,0,0,1150-104,Lisboa,Coração de Jesus
117,Flor da Laranja,africa_me,4.6,294.0,2,"R. da Rosa 206, 1200-348 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1200-348,Lisboa,Mercês
118,Afuri,japanese,4.4,525.0,2,"R. Paiva de Andrade 7 13, 1200-310 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-310,Lisboa,Mártires
119,Paladarium,mediterranean,4.6,374.0,1,"Largo Chão do Loureiro 3, 1100-145 Lisboa, Portugal","['dine-in', 'takeaway', 'no delivery']",1,1,0,0,1,0,1100-145,Lisboa,São Cristóvão
120,Gurkha Restaurant & Bar (São Bento),indian_nepalese,4.5,438.0,2,"R. de São Bento 318, 1200-817 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-817,Lisboa,Lapa
121,Casanostra,italian,4.5,476.0,2,"Tv. do Poço da Cidade 60, 1200-334 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-334,Lisboa,Encarnação
122,Paralelo 45,european,4.5,261.0,2,"R. Castilho 27B, 1250-067 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1250-067,Lisboa,Coração de Jesus
123,Manifest Lisbon,brunch,4.7,700.0,2,"Rua da Sociedade Farmacêutica 31, 1150-103 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1150-103,Lisboa,Coração de Jesus
124,Via Graça,mediterranean,4.5,549.0,3,"R. Damasceno Monteiro 9 b, 1170-108 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1170-108,Lisboa,Anjos
125,Eight - The Health Lounge,veggie_healthy,4.7,1445.0,1,"Praça da Figueira 12A, 1100-241 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1100-241,Lisboa,Santa Justa
126,Alfama Doce,pastry,4.7,597.0,1,"R. da Regueira 39, 1100-219 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1100-219,Lisboa,Santo Estevão
127,Chutnify Principe Real,veggie_healthy,4.4,480.0,2,"Travessa da Palmeira 44, 1200-311 Lisboa, Portugal","['dine-in', 'takeaway', 'delivery']",1,1,1,0,0,0,1200-311,Lisboa,Mercês
128,Baixamar - Mariscos e Petiscos,seafood,4.5,558.0,2,"Rua dos Bacalhoeiros 28 B, 1100-071 Lisboa, Portugal","['dine-in', 'takeaway']",1,1,0,0,0,0,1100-071,Lisboa,Madalena
129,Cervejaria Liberdade,portuguese,4.5,207.0,1,"Tivoli, Av. da Liberdade 185, 1269-050 Lisboa, Portugal","['dine-in', 'no delivery']",1,0,0,0,1,0,1269-050,Lisboa,Coração de Jesus
130,Krua Thai,asian,4.8,82.0,1,"R. das Farinhas 8, 1100-179 Lisboa, Portugal","['takeaway', 'delivery', 'no dine-in']",1,1,1,0,0,0,1100-179,Lisboa,São Cristóvão
131,Instant Crunch,european,4.8,222.0,2,"R. da Mãe de Água 9, 1250-154 Lisboa, Portugal","['dine-in', 'delivery']",1,0,1,0,0,0,1250-154,Lisboa,São José
132,Santelmo,european,4.8,697.0,2,"R. do Poço dos Negros 188, 1200-425 Lisboa, Portugal","['dine-in', 'drive-through', 'no-contact delivery']",1,0,1,1,0,0,1200-425,Lisboa,São Paulo
