type_of_food,neighborhood,price,outputs
japanese,Graça,4,0.8
pasta,Santa Isabel,1,0.8
japanese,Santa Isabel,3,0.8
japanese,Graça,1,0.8
fado,Santo Estevão,2,0.8
fast_food,Santo Estevão,3,0.8
pizza,Santos-o-Velho,2,0.8
portuguese,Graça,4,0.8
indian_nepalese,Graça,4,0.8
fast_food,Santo Estevão,1,0.8
south_america,Santa Isabel,1,0.8
fast_food,Santo Estevão,2,0.8
africa_me,Santo Estevão,2,0.8
pizza,Santa Isabel,1,0.8
asian,São Paulo,4,0.8
mediterranean,Pena,1,0.8
indian_nepalese,Encarnação,3,0.8
bar,Encarnação,3,0.8
portuguese,Santos-o-Velho,2,0.8
seafood,Socorro,1,0.8
portuguese,Encarnação,2,0.8
seafood,Socorro,2,0.8
portuguese,Encarnação,1,0.8
bar,Socorro,4,0.8
bistro,Pena,2,0.8
indian_nepalese,Santo Estevão,2,0.8
pasta,Encarnação,2,0.8
bar,Socorro,2,0.8
burger,São Paulo,2,0.8
grill,Santo Estevão,1,0.8
south_america,Pena,4,0.8
chicken,Socorro,2,0.8
south_america,Pena,1,0.8
burger,São Paulo,3,0.8
south_america,Socorro,2,0.8
bistro,Pena,1,0.8
south_america,Encarnação,2,0.8
south_america,Socorro,4,0.8
bistro,Socorro,3,0.8
grill,Socorro,2,0.8
bistro,Encarnação,2,0.8
grill,Santo Estevão,4,0.8
pasta,São Paulo,3,0.8
veggie_healthy,Socorro,3,0.8
grill,Pena,2,0.8
veggie_healthy,Socorro,4,0.8
grill,Socorro,1,0.8
indian_nepalese,Pena,1,0.8
indian_nepalese,Socorro,2,0.8
mexican,São Paulo,4,0.8
grill,Encarnação,3,0.8
grill,Santo Estevão,3,0.8
burger,Prazeres,2,0.8
japanese,Encarnação,3,0.8
burger,São Paulo,1,0.8
portuguese,Santo Estevão,1,0.8
chicken,Pena,1,0.8
burger,Encarnação,3,0.8
fado,Santa Isabel,1,0.8
brunch,Socorro,2,0.8
brunch,Socorro,1,0.8
italian,Encarnação,2,0.8
portuguese,Santo Estevão,2,0.8
bar,Pena,1,0.8
italian,Encarnação,1,0.8
pizza,Santo Estevão,1,0.8
africa_me,Encarnação,3,0.8
cafe,Socorro,2,0.8
pizza,Santo Estevão,2,0.8
asian,São Paulo,1,0.8
asian,São Paulo,2,0.8
seafood,Pena,2,0.8
asian,Encarnação,2,0.8
chicken,Pena,2,0.8
mexican,Encarnação,3,0.8
pasta,Encarnação,3,0.8
seafood,Pena,1,0.8
asian,Encarnação,3,0.8
european,Socorro,2,0.8
pizza,São Paulo,3,0.8
mediterranean,Socorro,4,0.8
pizza,Lapa,3,0.6
italian,Santiago,1,0.6
european,Santiago,4,0.6
mediterranean,Santiago,2,0.6
pizza,Santo Condestável,1,0.6
pizza,Santo Condestável,4,0.6
portuguese,Lapa,3,0.6
italian,Lapa,2,0.6
africa_me,Santiago,1,0.6
chicken,Santiago,2,0.6
brunch,Santa Catarina,1,0.6
burger,Lapa,3,0.6
pizza,Santiago,1,0.6
grill,Santiago,1,0.6
italian,Lapa,3,0.6
japanese,Santiago,3,0.6
bistro,Santiago,2,0.6
indian_nepalese,Santo Condestável,4,0.6
portuguese,Santo Condestável,1,0.6
indian_nepalese,Santo Condestável,1,0.6
pasta,Santiago,1,0.6
portuguese,Santo Condestável,4,0.6
mexican,Santiago,1,0.6
south_america,Santiago,1,0.6
burger,Santo Condestável,3,0.6
fast_food,Lapa,2,0.6
portuguese,Lapa,2,0.6
bistro,Santo Condestável,1,0.6
asian,Santiago,1,0.6
seafood,Santo Condestável,4,0.6
burger,Santo Condestável,1,0.6
japanese,Santo Condestável,4,0.6
south_america,Santo Condestável,1,0.6
south_america,Santo Condestável,4,0.6
veggie_healthy,Santo Condestável,1,0.6
burger,Santo Condestável,2,0.6
japanese,Santo Condestável,3,0.6
grill,Santo Condestável,1,0.6
africa_me,Santo Condestável,4,0.6
veggie_healthy,Santo Condestável,4,0.6
africa_me,Santo Condestável,1,0.6
mexican,Santo Condestável,4,0.6
mexican,Santo Condestável,1,0.6
bistro,Santo Condestável,4,0.6
pasta,Santo Condestável,4,0.6
japanese,Santo Condestável,1,0.6
european,Lapa,2,0.6
grill,Lapa,3,0.6
seafood,Santo Condestável,1,0.6
burger,Santo Condestável,4,0.6
fast_food,Santiago,1,0.6
fado,Santiago,1,0.6
brunch,Santiago,3,0.6
brunch,Santo Condestável,1,0.6
cafe,Santo Condestável,1,0.6
cafe,Santo Condestável,4,0.6
mediterranean,Santo Condestável,1,0.6
mediterranean,Santo Condestável,4,0.6
european,Santo Condestável,1,0.6
chicken,Santo Condestável,1,0.6
chicken,Santo Condestável,4,0.6
pasta,Santo Condestável,1,0.6
bar,Santo Condestável,1,0.6
bar,Santo Condestável,4,0.6
cafe,Santiago,1,0.6
pasta,Santos-o-Velho,1,0.6
mediterranean,Santa Catarina,1,0.6
japanese,Encarnação,2,0.6
indian_nepalese,Encarnação,2,0.6
pastry,São Nicolau,4,0.6
portuguese,Encarnação,4,0.6
pizza,Encarnação,2,0.6
italian,São Nicolau,4,0.6
pizza,Encarnação,3,0.6
burger,São Nicolau,4,0.6
japanese,Encarnação,1,0.6
bistro,Encarnação,3,0.6
africa_me,São Nicolau,4,0.6
africa_me,São Nicolau,1,0.6
mexican,São Nicolau,4,0.6
pasta,São Nicolau,4,0.6
mexican,Encarnação,2,0.6
japanese,São Nicolau,2,0.6
africa_me,Encarnação,2,0.6
grill,Encarnação,2,0.6
brunch,Campolide,2,0.6
brunch,Santiago,1,0.6
chicken,Encarnação,2,0.6
asian,Alto do Pina,4,0.6
pastry,Alto do Pina,4,0.6
fast_food,Alto do Pina,4,0.6
fado,Alto do Pina,4,0.6
cafe,Encarnação,1,0.6
mediterranean,Encarnação,2,0.6
european,Encarnação,4,0.6
bar,Encarnação,2,0.6
brunch,Campolide,4,0.6
bar,Encarnação,4,0.6
seafood,Encarnação,2,0.6
seafood,Encarnação,3,0.6
south_america,Encarnação,4,0.6
south_america,Encarnação,3,0.6
veggie_healthy,Encarnação,2,0.6
veggie_healthy,Encarnação,3,0.6
pizza,São Nicolau,4,0.6
burger,Encarnação,2,0.6
burger,Encarnação,1,0.6
pastry,Sé,4,0.6
brunch,São Nicolau,2,0.6
bar,Santa Isabel,4,0.6
fado,Sé,1,0.6
seafood,Santa Isabel,4,0.6
fast_food,Sé,3,0.6
fast_food,Sé,4,0.6
fast_food,Sé,2,0.6
south_america,Santa Isabel,4,0.6
indian_nepalese,São Nicolau,4,0.6
asian,Sé,4,0.6
asian,Sé,2,0.6
veggie_healthy,Santa Isabel,4,0.6
italian,Sé,4,0.6
burger,Sé,2,0.6
africa_me,Sé,3,0.6
africa_me,Sé,4,0.6
brunch,São Nicolau,4,0.6
chicken,Santa Isabel,4,0.6
chicken,Santa Isabel,1,0.6
european,Santa Isabel,4,0.6
grill,São Nicolau,4,0.6
grill,São Nicolau,1,0.6
asian,Encarnação,4,0.6
pastry,Encarnação,2,0.6
south_america,São Nicolau,4,0.6
pastry,Encarnação,1,0.6
fast_food,Encarnação,1,0.6
bar,São Nicolau,4,0.6
fado,Encarnação,1,0.6
chicken,São Nicolau,4,0.6
brunch,Santa Isabel,4,0.6
cafe,Santa Isabel,4,0.6
mediterranean,São Nicolau,4,0.6
mediterranean,Santa Isabel,4,0.6
cafe,São Nicolau,4,0.6
italian,Alto do Pina,4,0.6
burger,Alto do Pina,4,0.6
africa_me,Alto do Pina,4,0.6
veggie_healthy,Santa Catarina,4,0.6
seafood,Santa Catarina,1,0.6
seafood,Santa Catarina,3,0.6
south_america,Santa Catarina,2,0.6
south_america,Santa Catarina,1,0.6
south_america,Santa Catarina,4,0.6
south_america,Santa Catarina,3,0.6
veggie_healthy,Santa Catarina,1,0.6
veggie_healthy,Santa Catarina,3,0.6
mexican,Santa Catarina,1,0.6
bistro,Santa Catarina,4,0.6
indian_nepalese,Santa Catarina,4,0.6
japanese,Santa Justa,4,0.6
pizza,Santa Catarina,2,0.6
pizza,Santa Catarina,4,0.6
pizza,Santa Catarina,3,0.6
japanese,Santa Catarina,4,0.6
bar,Santa Catarina,3,0.6
bar,Santa Catarina,1,0.6
chicken,Santa Catarina,4,0.6
fado,Santa Justa,4,0.6
fast_food,São Jorge de Arroios,1,0.6
pastry,São Jorge de Arroios,1,0.6
pastry,São Jorge de Arroios,2,0.6
asian,São Jorge de Arroios,1,0.6
asian,São Jorge de Arroios,2,0.6
japanese,São Jorge de Arroios,3,0.6
pizza,São Jorge de Arroios,3,0.6
pizza,São Jorge de Arroios,2,0.6
seafood,São Jorge de Arroios,1,0.6
seafood,São Jorge de Arroios,2,0.6
cafe,São Jorge de Arroios,3,0.6
cafe,São Jorge de Arroios,2,0.6
brunch,São Jorge de Arroios,3,0.6
brunch,São Jorge de Arroios,1,0.6
brunch,São Jorge de Arroios,2,0.6
pasta,Santa Catarina,4,0.6
mexican,Santa Catarina,4,0.6
japanese,Campolide,1,0.6
grill,Alto do Pina,4,0.6
bar,Alto do Pina,4,0.6
seafood,Alto do Pina,4,0.6
italian,Santo Condestável,1,0.6
fast_food,Campolide,1,0.6
veggie_healthy,Alto do Pina,4,0.6
bistro,Alto do Pina,4,0.6
asian,Campolide,4,0.6
indian_nepalese,Alto do Pina,1,0.6
africa_me,Santa Catarina,1,0.6
indian_nepalese,Alto do Pina,4,0.6
italian,Campolide,1,0.6
pizza,Alto do Pina,4,0.6
japanese,Alto do Pina,4,0.6
pasta,Alto do Pina,1,0.6
pasta,Alto do Pina,4,0.6
mexican,Alto do Pina,4,0.6
chicken,Alto do Pina,4,0.6
brunch,Santa Justa,4,0.6
mediterranean,Alto do Pina,4,0.6
cafe,Alto do Pina,4,0.6
africa_me,Santa Catarina,4,0.6
bistro,Santa Justa,4,0.6
burger,Santa Catarina,2,0.6
burger,Santa Catarina,1,0.6
burger,Santa Catarina,4,0.6
burger,Santa Catarina,3,0.6
italian,Santa Catarina,4,0.6
asian,Santa Catarina,1,0.6
asian,Santa Catarina,4,0.6
pastry,Santa Catarina,4,0.6
fast_food,Santa Catarina,1,0.6
fast_food,Santa Catarina,4,0.6
fado,Santa Catarina,1,0.6
fado,Santa Catarina,4,0.6
brunch,Alto do Pina,4,0.6
south_america,Alto do Pina,4,0.6
africa_me,São Paulo,4,0.6
italian,Santo Condestável,4,0.6
burger,Prazeres,3,0.6
bistro,Almargem do Bispo,4,0.6
bistro,Almargem do Bispo,1,0.6
veggie_healthy,Almargem do Bispo,3,0.6
veggie_healthy,Almargem do Bispo,4,0.6
veggie_healthy,Almargem do Bispo,2,0.6
italian,Prazeres,3,0.6
asian,Prazeres,2,0.6
fast_food,Prazeres,2,0.6
fast_food,Prazeres,1,0.6
chicken,Almargem do Bispo,4,0.6
chicken,Almargem do Bispo,1,0.6
european,Almargem do Bispo,4,0.6
brunch,Santa Engrácia,1,0.6
cafe,Almargem do Bispo,4,0.6
brunch,Santa Engrácia,4,0.6
brunch,Almargem do Bispo,4,0.6
brunch,Almargem do Bispo,2,0.6
fado,Nossa Senhora de Fátima,3,0.6
mediterranean,Santa Engrácia,2,0.6
fado,Nossa Senhora de Fátima,2,0.6
mediterranean,Santa Engrácia,1,0.6
fast_food,Nossa Senhora de Fátima,4,0.6
mediterranean,Santa Engrácia,3,0.6
italian,Prazeres,2,0.6
grill,Almargem do Bispo,4,0.6
pastry,Nossa Senhora de Fátima,3,0.6
burger,Prazeres,1,0.6
fast_food,Almargem do Bispo,4,0.6
pastry,Almargem do Bispo,4,0.6
pastry,Almargem do Bispo,2,0.6
asian,Almargem do Bispo,4,0.6
asian,Almargem do Bispo,1,0.6
italian,Almargem do Bispo,4,0.6
burger,Almargem do Bispo,4,0.6
burger,Almargem do Bispo,2,0.6
africa_me,Almargem do Bispo,3,0.6
africa_me,Almargem do Bispo,4,0.6
africa_me,Almargem do Bispo,1,0.6
pasta,Prazeres,2,0.6
mexican,Almargem do Bispo,4,0.6
mexican,Almargem do Bispo,1,0.6
pasta,Almargem do Bispo,4,0.6
mexican,Prazeres,2,0.6
japanese,Almargem do Bispo,3,0.6
japanese,Almargem do Bispo,4,0.6
japanese,Almargem do Bispo,2,0.6
pizza,Almargem do Bispo,4,0.6
mexican,Prazeres,3,0.6
indian_nepalese,Almargem do Bispo,4,0.6
indian_nepalese,Almargem do Bispo,1,0.6
european,Santa Engrácia,2,0.6
pastry,Nossa Senhora de Fátima,2,0.6
fado,São Paulo,3,0.6
bistro,Nossa Senhora de Fátima,3,0.6
bistro,Nossa Senhora de Fátima,2,0.6
veggie_healthy,Nossa Senhora de Fátima,3,0.6
grill,Santa Engrácia,2,0.6
veggie_healthy,Nossa Senhora de Fátima,2,0.6
south_america,Nossa Senhora de Fátima,3,0.6
south_america,Nossa Senhora de Fátima,1,0.6
south_america,Nossa Senhora de Fátima,2,0.6
seafood,Nossa Senhora de Fátima,3,0.6
grill,Santa Engrácia,1,0.6
seafood,Nossa Senhora de Fátima,2,0.6
bar,Nossa Senhora de Fátima,3,0.6
bar,Nossa Senhora de Fátima,2,0.6
chicken,Nossa Senhora de Fátima,3,0.6
chicken,Nossa Senhora de Fátima,1,0.6
chicken,Nossa Senhora de Fátima,2,0.6
european,Nossa Senhora de Fátima,3,0.6
european,Nossa Senhora de Fátima,1,0.6
european,Nossa Senhora de Fátima,2,0.6
mediterranean,Nossa Senhora de Fátima,3,0.6
mediterranean,Nossa Senhora de Fátima,2,0.6
cafe,Nossa Senhora de Fátima,4,0.6
portuguese,Santa Engrácia,1,0.6
brunch,Nossa Senhora de Fátima,3,0.6
bistro,Nossa Senhora de Fátima,1,0.6
grill,Nossa Senhora de Fátima,2,0.6
asian,Nossa Senhora de Fátima,3,0.6
grill,Nossa Senhora de Fátima,3,0.6
chicken,Santa Engrácia,2,0.6
asian,Nossa Senhora de Fátima,2,0.6
chicken,Santa Engrácia,1,0.6
italian,Nossa Senhora de Fátima,4,0.6
bar,Santa Engrácia,1,0.6
seafood,Santa Engrácia,2,0.6
seafood,Santa Engrácia,1,0.6
africa_me,Nossa Senhora de Fátima,3,0.6
africa_me,Nossa Senhora de Fátima,1,0.6
africa_me,Nossa Senhora de Fátima,2,0.6
mexican,Nossa Senhora de Fátima,3,0.6
south_america,Santa Engrácia,2,0.6
mexican,Nossa Senhora de Fátima,2,0.6
pasta,Nossa Senhora de Fátima,3,0.6
south_america,Santa Engrácia,1,0.6
pasta,Nossa Senhora de Fátima,2,0.6
japanese,Nossa Senhora de Fátima,4,0.6
pizza,Nossa Senhora de Fátima,4,0.6
bistro,Santa Engrácia,2,0.6
portuguese,Nossa Senhora de Fátima,3,0.6
bistro,Santa Engrácia,1,0.6
indian_nepalese,Nossa Senhora de Fátima,3,0.6
indian_nepalese,Nossa Senhora de Fátima,2,0.6
portuguese,Prazeres,2,0.6
fado,Almargem do Bispo,4,0.6
brunch,São Sebastião da Pedreira,1,0.6
pizza,Santa Maria dos Olivais,1,0.6
portuguese,Santa Maria dos Olivais,2,0.6
grill,Santa Maria dos Olivais,1,0.6
grill,Santa Maria dos Olivais,2,0.6
bistro,Santa Maria dos Olivais,1,0.6
bistro,Santa Maria dos Olivais,2,0.6
veggie_healthy,Santa Maria dos Olivais,1,0.6
veggie_healthy,Santa Maria dos Olivais,2,0.6
south_america,Santa Maria dos Olivais,1,0.6
south_america,Santa Maria dos Olivais,2,0.6
seafood,Santa Maria dos Olivais,1,0.6
seafood,Santa Maria dos Olivais,2,0.6
bar,Santa Maria dos Olivais,1,0.6
bar,Santa Maria dos Olivais,2,0.6
chicken,Santa Maria dos Olivais,1,0.6
chicken,Santa Maria dos Olivais,2,0.6
european,Santa Maria dos Olivais,1,0.6
european,Santa Maria dos Olivais,2,0.6
mediterranean,Santa Maria dos Olivais,1,0.6
mediterranean,Santa Maria dos Olivais,2,0.6
cafe,Santa Maria dos Olivais,1,0.6
cafe,Santa Maria dos Olivais,2,0.6
brunch,Santa Maria dos Olivais,1,0.6
brunch,Santa Maria dos Olivais,2,0.6
portuguese,Santa Maria dos Olivais,1,0.6
japanese,Santa Maria dos Olivais,2,0.6
brunch,São Sebastião da Pedreira,4,0.6
japanese,Santa Maria dos Olivais,1,0.6
fado,Santa Maria dos Olivais,1,0.6
fado,Santa Maria dos Olivais,2,0.6
brunch,Graça,3,0.6
fast_food,Santa Maria dos Olivais,1,0.6
fast_food,Santa Maria dos Olivais,2,0.6
pastry,Santa Maria dos Olivais,1,0.6
pastry,Santa Maria dos Olivais,2,0.6
asian,Santa Maria dos Olivais,1,0.6
asian,Santa Maria dos Olivais,2,0.6
veggie_healthy,Graça,1,0.6
italian,Santa Maria dos Olivais,1,0.6
italian,Santa Maria dos Olivais,2,0.6
burger,Santa Maria dos Olivais,1,0.6
burger,Santa Maria dos Olivais,2,0.6
africa_me,Santa Maria dos Olivais,3,0.6
indian_nepalese,Graça,1,0.6
africa_me,Santa Maria dos Olivais,1,0.6
africa_me,Santa Maria dos Olivais,2,0.6
mexican,Santa Maria dos Olivais,1,0.6
mexican,Santa Maria dos Olivais,2,0.6
pasta,Santa Maria dos Olivais,3,0.6
pasta,Santa Maria dos Olivais,1,0.6
pasta,Santa Maria dos Olivais,2,0.6
fado,São Sebastião da Pedreira,3,0.6
fado,São Sebastião da Pedreira,4,0.6
fado,São Sebastião da Pedreira,1,0.6
fado,São Sebastião da Pedreira,2,0.6
bistro,São Sebastião da Pedreira,2,0.6
south_america,São Sebastião da Pedreira,3,0.6
south_america,São Sebastião da Pedreira,4,0.6
south_america,São Sebastião da Pedreira,1,0.6
seafood,São Sebastião da Pedreira,3,0.6
seafood,São Sebastião da Pedreira,4,0.6
seafood,São Sebastião da Pedreira,1,0.6
seafood,São Sebastião da Pedreira,2,0.6
bar,São Sebastião da Pedreira,3,0.6
bar,São Sebastião da Pedreira,4,0.6
bar,São Sebastião da Pedreira,1,0.6
bar,São Sebastião da Pedreira,2,0.6
chicken,São Sebastião da Pedreira,3,0.6
chicken,São Sebastião da Pedreira,4,0.6
european,São Sebastião da Pedreira,3,0.6
european,São Sebastião da Pedreira,4,0.6
european,São Sebastião da Pedreira,2,0.6
mediterranean,São Sebastião da Pedreira,3,0.6
mediterranean,São Sebastião da Pedreira,4,0.6
mediterranean,São Sebastião da Pedreira,1,0.6
mediterranean,São Sebastião da Pedreira,2,0.6
cafe,São Sebastião da Pedreira,3,0.6
cafe,São Sebastião da Pedreira,2,0.6
bistro,São Sebastião da Pedreira,3,0.6
grill,São Sebastião da Pedreira,2,0.6
grill,São Sebastião da Pedreira,1,0.6
mexican,São Sebastião da Pedreira,3,0.6
pastry,São Sebastião da Pedreira,3,0.6
asian,São Sebastião da Pedreira,3,0.6
asian,São Sebastião da Pedreira,4,0.6
asian,São Sebastião da Pedreira,1,0.6
asian,São Sebastião da Pedreira,2,0.6
italian,São Sebastião da Pedreira,3,0.6
burger,São Sebastião da Pedreira,3,0.6
burger,São Sebastião da Pedreira,1,0.6
burger,São Sebastião da Pedreira,2,0.6
africa_me,São Sebastião da Pedreira,4,0.6
mexican,São Sebastião da Pedreira,4,0.6
grill,São Sebastião da Pedreira,3,0.6
mexican,São Sebastião da Pedreira,1,0.6
mexican,São Sebastião da Pedreira,2,0.6
pasta,São Sebastião da Pedreira,4,0.6
pasta,São Sebastião da Pedreira,1,0.6
pizza,São Sebastião da Pedreira,1,0.6
portuguese,São Sebastião da Pedreira,3,0.6
portuguese,São Sebastião da Pedreira,4,0.6
portuguese,São Sebastião da Pedreira,2,0.6
indian_nepalese,São Sebastião da Pedreira,3,0.6
indian_nepalese,São Sebastião da Pedreira,2,0.6
brunch,Nossa Senhora de Fátima,1,0.6
brunch,Nossa Senhora de Fátima,2,0.6
fado,São Domingos de Benfica,3,0.6
cafe,São Paulo,3,0.6
brunch,Alvalade,3,0.6
brunch,Alvalade,1,0.6
brunch,Alvalade,2,0.6
mediterranean,São Paulo,4,0.6
mediterranean,São Paulo,3,0.6
european,São Paulo,1,0.6
fast_food,Castelo,1,0.6
chicken,São Paulo,2,0.6
chicken,São Paulo,4,0.6
chicken,São Paulo,3,0.6
bar,São Paulo,2,0.6
asian,Castelo,1,0.6
bar,São Paulo,4,0.6
bar,São Paulo,3,0.6
italian,Castelo,1,0.6
seafood,São Paulo,2,0.6
seafood,São Paulo,1,0.6
seafood,São Paulo,4,0.6
burger,Castelo,1,0.6
south_america,São Paulo,2,0.6
africa_me,Castelo,1,0.6
south_america,São Paulo,4,0.6
south_america,São Paulo,3,0.6
mediterranean,São Paulo,2,0.6
cafe,Alvalade,4,0.6
bistro,Alvalade,3,0.6
mediterranean,Alvalade,2,0.6
bistro,Alvalade,2,0.6
veggie_healthy,Alvalade,3,0.6
veggie_healthy,Alvalade,4,0.6
veggie_healthy,Alvalade,1,0.6
veggie_healthy,Alvalade,2,0.6
south_america,Alvalade,3,0.6
south_america,Alvalade,1,0.6
south_america,Alvalade,2,0.6
seafood,Alvalade,3,0.6
seafood,Alvalade,1,0.6
seafood,Alvalade,2,0.6
bar,Alvalade,3,0.6
bar,Alvalade,1,0.6
bar,Alvalade,2,0.6
chicken,Alvalade,3,0.6
chicken,Alvalade,1,0.6
chicken,Alvalade,2,0.6
european,Alvalade,3,0.6
european,Alvalade,4,0.6
european,Alvalade,1,0.6
european,Alvalade,2,0.6
mediterranean,Alvalade,3,0.6
mediterranean,Alvalade,1,0.6
veggie_healthy,São Paulo,2,0.6
veggie_healthy,São Paulo,3,0.6
bistro,São Paulo,2,0.6
japanese,Castelo,3,0.6
european,Castelo,4,0.6
italian,São Paulo,3,0.6
mediterranean,Castelo,1,0.6
mediterranean,Castelo,2,0.6
pastry,São Paulo,2,0.6
cafe,Castelo,1,0.6
brunch,Castelo,3,0.6
pastry,São Paulo,4,0.6
brunch,Castelo,1,0.6
brunch,Castelo,2,0.6
pastry,São Paulo,3,0.6
fado,Santo Condestável,4,0.6
fado,Santo Condestável,1,0.6
fast_food,São Paulo,2,0.6
fast_food,Santo Condestável,4,0.6
fast_food,Santo Condestável,1,0.6
fast_food,São Paulo,4,0.6
fast_food,São Paulo,3,0.6
pastry,Santo Condestável,4,0.6
pastry,Santo Condestável,1,0.6
fado,São Paulo,2,0.6
asian,Santo Condestável,4,0.6
asian,Santo Condestável,1,0.6
italian,São Paulo,4,0.6
chicken,Castelo,2,0.6
italian,São Paulo,2,0.6
grill,Castelo,1,0.6
bistro,São Paulo,3,0.6
japanese,Castelo,1,0.6
grill,São Paulo,2,0.6
grill,São Paulo,4,0.6
pizza,Castelo,1,0.6
grill,São Paulo,3,0.6
indian_nepalese,São Paulo,2,0.6
indian_nepalese,São Paulo,4,0.6
indian_nepalese,São Paulo,3,0.6
pizza,São Paulo,2,0.6
pizza,São Paulo,1,0.6
africa_me,São Paulo,3,0.6
pizza,São Paulo,4,0.6
bistro,Castelo,2,0.6
japanese,São Paulo,1,0.6
japanese,São Paulo,3,0.6
pasta,São Paulo,1,0.6
pasta,São Paulo,4,0.6
south_america,Castelo,1,0.6
africa_me,São Paulo,2,0.6
africa_me,São Paulo,1,0.6
grill,Santa Isabel,1,0.6
bistro,Alvalade,1,0.6
grill,Alvalade,2,0.6
fado,São Domingos de Benfica,4,0.6
japanese,São Domingos de Benfica,1,0.6
africa_me,Santa Engrácia,1,0.6
pizza,São Domingos de Benfica,4,0.6
pizza,São Domingos de Benfica,1,0.6
portuguese,São Domingos de Benfica,3,0.6
portuguese,São Domingos de Benfica,4,0.6
portuguese,São Domingos de Benfica,1,0.6
portuguese,São Domingos de Benfica,2,0.6
indian_nepalese,São Domingos de Benfica,3,0.6
indian_nepalese,São Domingos de Benfica,4,0.6
indian_nepalese,São Domingos de Benfica,2,0.6
grill,São Domingos de Benfica,3,0.6
grill,São Domingos de Benfica,4,0.6
bistro,São Domingos de Benfica,3,0.6
bistro,São Domingos de Benfica,4,0.6
bistro,São Domingos de Benfica,2,0.6
burger,Santa Engrácia,1,0.6
veggie_healthy,São Domingos de Benfica,4,0.6
italian,Santa Engrácia,2,0.6
south_america,São Domingos de Benfica,3,0.6
south_america,São Domingos de Benfica,4,0.6
seafood,São Domingos de Benfica,4,0.6
seafood,São Domingos de Benfica,1,0.6
asian,Santa Engrácia,2,0.6
africa_me,Santa Engrácia,2,0.6
japanese,São Domingos de Benfica,4,0.6
grill,Alvalade,1,0.6
pasta,São Domingos de Benfica,4,0.6
fado,São Domingos de Benfica,2,0.6
fast_food,São Domingos de Benfica,4,0.6
fast_food,São Domingos de Benfica,1,0.6
pizza,Santa Engrácia,1,0.6
pastry,São Domingos de Benfica,4,0.6
pastry,São Domingos de Benfica,1,0.6
asian,São Domingos de Benfica,3,0.6
asian,São Domingos de Benfica,4,0.6
asian,São Domingos de Benfica,1,0.6
asian,São Domingos de Benfica,2,0.6
italian,São Domingos de Benfica,4,0.6
pasta,Santa Engrácia,2,0.6
pasta,Santa Engrácia,1,0.6
burger,São Domingos de Benfica,4,0.6
mexican,Santa Engrácia,2,0.6
mexican,Santa Engrácia,1,0.6
africa_me,São Domingos de Benfica,3,0.6
africa_me,São Domingos de Benfica,2,0.6
mexican,São Domingos de Benfica,3,0.6
mexican,São Domingos de Benfica,4,0.6
mexican,São Domingos de Benfica,1,0.6
mexican,São Domingos de Benfica,2,0.6
pasta,São Domingos de Benfica,3,0.6
bar,São Domingos de Benfica,3,0.6
bar,São Domingos de Benfica,4,0.6
bar,São Domingos de Benfica,1,0.6
bar,São Domingos de Benfica,2,0.6
italian,Alvalade,2,0.6
burger,Alvalade,3,0.6
burger,Alvalade,1,0.6
burger,Alvalade,2,0.6
africa_me,Alvalade,3,0.6
mexican,Alvalade,3,0.6
mexican,Alvalade,1,0.6
mexican,Alvalade,2,0.6
pasta,Alvalade,3,0.6
pasta,Alvalade,1,0.6
pasta,Alvalade,2,0.6
japanese,Alvalade,3,0.6
japanese,Alvalade,4,0.6
japanese,Alvalade,2,0.6
brunch,São Paulo,4,0.6
pizza,Alvalade,4,0.6
brunch,São Paulo,3,0.6
cafe,São Paulo,2,0.6
portuguese,Alvalade,3,0.6
portuguese,Alvalade,2,0.6
indian_nepalese,Alvalade,3,0.6
grill,Alvalade,3,0.6
grill,Alvalade,4,0.6
brunch,São Paulo,2,0.6
italian,Alvalade,4,0.6
italian,Alvalade,3,0.6
brunch,São Domingos de Benfica,3,0.6
chicken,São Domingos de Benfica,3,0.6
chicken,São Domingos de Benfica,4,0.6
asian,Santa Engrácia,1,0.6
mediterranean,São Domingos de Benfica,3,0.6
mediterranean,São Domingos de Benfica,4,0.6
mediterranean,São Domingos de Benfica,2,0.6
cafe,São Domingos de Benfica,3,0.6
cafe,São Domingos de Benfica,4,0.6
cafe,São Domingos de Benfica,1,0.6
cafe,São Domingos de Benfica,2,0.6
pastry,Santa Engrácia,1,0.6
asian,Alvalade,2,0.6
fado,Alvalade,3,0.6
fado,Alvalade,1,0.6
fado,Alvalade,2,0.6
fast_food,Santa Engrácia,2,0.6
fast_food,Santa Engrácia,1,0.6
fado,Santa Engrácia,2,0.6
pastry,Alvalade,3,0.6
fado,Santa Engrácia,1,0.6
pastry,Alvalade,2,0.6
asian,Alvalade,3,0.6
mexican,Sé,4,0.6
mediterranean,Encarnação,4,0.6
grill,Santa Isabel,4,0.6
pasta,Madalena,4,0.6
burger,Sacramento,1,0.6
seafood,Pena,3,0.6
mexican,Sacramento,1,0.6
south_america,Pena,3,0.6
veggie_healthy,Pena,1,0.6
veggie_healthy,Pena,3,0.6
grill,Pena,1,0.6
grill,Pena,3,0.6
indian_nepalese,Pena,3,0.6
portuguese,Pena,3,0.6
indian_nepalese,Sacramento,1,0.6
pizza,Pena,3,0.6
japanese,Pena,1,0.6
pasta,Pena,3,0.6
mexican,Pena,3,0.6
bar,Pena,3,0.6
