,name,type,rating,review_count,price,address,label
863,Dcosta's Shisha & Bar,bar,4.7,113.0,,"R. Maria 68A, 1170-213 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No-contact delivery']"
866,A Tabacaria,bar,4.7,355.0,2.0,"Rua de S. Paulo 75 77, 1200-426 Lisboa, Portugal","['Dine-in', 'No delivery']"
868,Soul - kitchen & bar,bistro,4.5,108.0,,"R. Cecílio de Sousa n.76, 1200-098 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
877,BytheWine,bar,4.5,1653.0,2.0,"Rua das Flores 41 43, 1200-193 Lisboa, Portugal","['Dine-in', 'No delivery']"
884,Silk Club,bar,4.1,817.0,3.0,"Edifício Espaço Chiado, R. da Misericórdia 14, 1200-273 Lisboa, Portugal","['Dine-in', 'No takeaway', 'No delivery']"
890,Love Lisbon Martim Moniz,bar,4.3,366.0,2.0,"R. José António Serrano, 1100-143 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
893,Paráguas Bar Tapas e Petiscos,european,4.7,211.0,2.0,"Tv. dos Pescadores 37, 1200-328 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
894,Tágide Wine & Tapas Bar,european,4.3,120.0,,"Largo da Academia Nacional de Belas Artes 19, 1200-289 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
895,York Burger,burger,4.6,153.0,1.0,"R. de São João da Praça 14, 1100-520 Lisboa","['Dine-in', 'Takeaway']"
899,Gazzo - Cucina & Bar,italian,4.8,76.0,1.0,"Largo do Terreirinho 35, 1100-595 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
901,Burger Bar & Blues Lisboa,burger,4.2,106.0,,"Rua de S. Paulo 222, 1200-058 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
903,Roots Restaurante & Tapas Bar,european,4.2,204.0,,"R. da Silva 28, 1200-447 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
908,Mensagem - Restaurante e Bar Panorâmico,bar,4.5,190.0,2.0,"R. da Oliveira ao Carmo 8, 1200-309 Lisboa, Portugal","['Dine-in', 'No delivery']"
914,Delfina-Cantina Portuguesa,portuguese,4.4,496.0,2.0,"Praça do Município n.º 23, 1100-365 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
915,Chaplin Pizza Bar - Lisboa,pizza,5.0,20.0,,"Calçada Salvador Correia de Sá 38 A, 1200-399 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
917,Bicaense Est.1959,grill,4.6,135.0,,"R. da Bica de Duarte Belo 42A, 1200-056 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
918,Sekai Sushi bar,japanese,4.6,100.0,1.0,"R. dos Mastros 30, 1200-163 Lisboa, Portugal","['Dine-in', 'Drive-through', 'No-contact delivery']"
920,Mallagueta Bar and Food Lisboa,bar,4.2,68.0,,"Costa do Castelo 26, 1100-179 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
921,Maxime Restaurante-Bar,bar,4.5,61.0,,"Praça da Alegria 58, 1250-146 Lisboa, Portugal","['Dine-in', 'No delivery']"
922,Damas,bar,4.3,1506.0,1.0,"R. da Voz do Operário 60, 1170-039 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
924,Gyoza Bar,asian,4.2,114.0,,"Rua da Prata 242, 1100-422 Lisboa, Portugal","['Dine-in', 'Takeaway']"
925,Pharmacia,bar,4.1,1908.0,3.0,"Rua de Santa Catarina n 2 e n, 4, 1249-069 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
928,Japonês Sushi Restaurante,japanese,4.7,165.0,1.0,"R. das Trinas 22, 1200-858 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
930,Nui Sushi & Bar,japanese,4.8,48.0,,"Calçada Santana 70, 1150-305 Lisboa, Portugal","['Dine-in', 'Drive-through', 'No-contact delivery']"
932,Santa Restaurante & Bar,pasta,4.2,183.0,2.0,"R. de São João da Praça 103, 1100-585 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
933,Zenith,veggie_healthy,4.4,2120.0,2.0,"R. do Telhal 4A, 1150-346 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
948,The Lumiares Hotel & Spa,south_america,4.6,349.0,,"R. do Diário de Notícias 142, 1200-146 Lisboa, Portugal",['nan']
957,Casinha Boutique Café,cafe,4.4,103.0,,"Av. Poe. Mistral 2A, 1050-182 Lisboa, Portugal",['nan']
958,Brooklyn Lisboa,cafe,4.6,447.0,,"Praça da Alegria 35, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
968,Quiosque das Portas do Sol,fast_food,4.0,89.0,,"Largo Portas do Sol, 1100-411 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No delivery']"
975,39 Degraus,brunch,4.5,150.0,,"Cinemateca, R. Barata Salgueiro 39, 1269-059 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
992,the mill,cafe,4.6,1693.0,2.0,"R. do Poço dos Negros 1, 1200-335 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
993,Brick Cafe Lisboa,cafe,4.4,1647.0,2.0,"Rua de Moçambique 2, 1170-245 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
994,Cusca Café,cafe,4.9,147.0,1.0,"Rua de O Século 170, 1200-434 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
998,"Hello, Kristof",brunch,4.6,507.0,2.0,"R. do Poço dos Negros 103, 1200-337 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
1000,"Arts Cafe, Event Venue",cafe,4.4,106.0,1.0,"Rua da Bica do Sapato 50C, 1100-094 Lisboa, Portugal",['nan']
1002,Seagull Method cafe,brunch,4.7,467.0,2.0,"R. da Palmeira 23, 1200-311 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
1003,Royale Café,cafe,4.2,608.0,2.0,"Largo Rafael Bordalo Pinheiro 29 R/C, 1200-369 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
1006,Amélia Lisboa,brunch,4.4,2988.0,2.0,"R. Ferreira Borges 101, 1350-128 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
1008,Sítio Valverde,brunch,4.7,60.0,,"Av. da Liberdade 164, 1250-146 Lisboa, Portugal","['Dine-in', 'No takeaway', 'No delivery']"
1010,Cafe,cafe,5.0,1.0,,"Largo Vitorino Damásio 3F, 1200-646 Lisboa, Portugal",['Dine-in']
1013,Martinho da Arcada,portuguese,4.2,1183.0,2.0,"Praça do Comércio 3, 1100-148 Lisboa, Portugal","['Dine-in', 'No delivery']"
1014,Café Janis,bistro,4.6,739.0,2.0,"R. Moeda 1A, 1200-109 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1017,Varanda,brunch,4.3,55.0,,"Praça Martim Moniz 2, 1100-341 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1020,Água,burger,4.5,34.0,,"R. Rosa Araújo 16, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway']"
1021,Tulsi Restaurant,indian_nepalese,4.7,151.0,,"R. do Benformoso 262, 1100-087 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
1025,Mezzanine,bar,3.4,232.0,,"Rua da Boavista 108, 1200-085 Lisboa, Portugal","['Dine-in', 'No delivery']"
1026,OnigiriA,japanese,4.7,93.0,,"R. Vicente Borga 2, 1200-861 Lisboa, Portugal","['Dine-in', 'Drive-through', 'No-contact delivery']"
1027,Basílio,brunch,4.6,847.0,2.0,"Rua dos Bacalhoeiros 111, 1100-068 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1029,Babete,european,3.8,317.0,2.0,"Calçada do Duque 57, 1200-156 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
1032,Chillis Bangladesh Indian Restaurant Curry House,indian_nepalese,4.1,33.0,,"R. do Benformoso 256, 1100-088 Lisboa, Portugal","['Dine-in', 'Takeaway']"
1035,Restaurante Diyalo,indian_nepalese,4.0,469.0,,"Tv. da Palma, 1150-052 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1037,Yambu Restaurant,indian_nepalese,4.7,70.0,,"Largo Santa Bárbara 8N 0, 1150-287 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1038,Lumbini Restaurant,indian_nepalese,4.6,270.0,1.0,"Rua da Esperança 42, 1200-658 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1039,Atípico Restaurant,european,4.3,221.0,2.0,"R. do Gremio Lusitano numero 20, 1200-212 Lisboa, Portugal","['Dine-in', 'Takeaway']"
1040,Cervejaria Trindade,south_america,4.1,4728.0,2.0,"R. Nova da Trindade 20 C, 2715-311 Lisboa, Portugal",['nan']
1041,Gosta do Castelo Brunch,brunch,4.2,246.0,,"Costa do Castelo 138, 1100-129 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1042,Mesa Kreol,africa_ME,4.6,338.0,2.0,"Arco Portas do Mar 9, 1100-035 Lisboa, Portugal",['nan']
1047,Olá Lisboa - Tapas & Petiscos,european,4.6,129.0,,"R. dos Mastros 20, 1200-264 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
1048,Miteri restaurant,indian_nepalese,4.4,264.0,1.0,"Rua da Guiné 5A, 1170-172 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1050,Papa Chidera Nigeria Restaurant,africa_ME,4.6,20.0,,"1170-287 Lisbon, Portugal","['Dine-in', 'Takeaway']"
1052,Grenache,european,4.8,124.0,,"Pátio de Dom Fradique 12, 1100-624 Lisboa, Portugal","['Dine-in', 'No delivery']"
1054,Hamburgueria do Bairro - Príncipe Real,burger,4.3,927.0,1.0,"1200 484, Tv. Abarracamento de Peniche 22, Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1055,New Manakamana,indian_nepalese,4.0,144.0,1.0,"R. Arco da Graça 43, 1150-049 Lisboa, Portugal","['Dine-in', 'Takeaway']"
1058,Batata Doce,africa_ME,4.7,236.0,2.0,"R. de São João da Mata 56, 1200-734 Lisboa","['Dine-in', 'Takeaway']"
1061,SILK CLUB ROOFTOP RESTAURANT & CLUB,mediterranean,4.1,817.0,3.0,"Edifício Espaço Chiado, R. da Misericórdia 14, 1200-273 Lisboa","['Dine-in', 'No takeaway', 'No delivery']"
1064,OTRO restaurante,grill,4.6,42.0,,"R. Rodrigues Sampaio 94, 1250-281 Lisboa, Portugal","['Dine-in', 'Takeaway']"
1066,Aprazível,brunch,4.1,392.0,2.0,"Galerias Páteo Garrett, R. Garrett 19, 1200-093 Lisboa","['Dine-in', 'Delivery']"
1072,Everest Montanha,indian_nepalese,4.3,498.0,2.0,"R. Artilharia 1 26, 1250-040 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No-contact delivery']"
1076,ristorante a severa,european,4.0,402.0,,"R. das Gáveas 51, 1200-206 Lisboa, Portugal","['Dine-in', 'No delivery']"
1078,Taberna Portuguesa,portuguese,4.5,776.0,2.0,"Calçada do Combro 115, 1200-109 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
1081,Taberna do Bairro alto,portuguese,4.5,709.0,,"Tv. da Boa Hora 27, 1200-063 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
1082,Taberna dos Clérigos,grill,4.2,150.0,1.0,"Calçada de São Vicente 10, 1100-213 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
1083,Go Juu,japanese,4.7,542.0,,"R. Marquês Sá da Bandeira 46A, 1050-149 Lisboa, Portugal","['Dine-in', 'Takeaway']"
1084,Tasca Kome,japanese,4.6,611.0,2.0,"R. da Madalena 57, 1100-016 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1085,Hikidashi,japanese,4.6,381.0,3.0,"R. Coelho da Rocha 20A, 1250-088 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
1087,Confraria LX,japanese,4.3,547.0,,"Portugal, R. do Alecrim 12A, 1200-161 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1088,Wakame Sushi Ten,japanese,5.0,59.0,,"Calçada Cascão 6, 1100-123 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
1089,AronSushi,japanese,4.5,601.0,3.0,"R. Marquês Sá da Bandeira 14B, 1050-205 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1091,Restaurante Japonês - SUSHI TIME,japanese,4.3,1652.0,2.0,"Av. Dom João II 41 A, 1990-084 Lisboa, Portugal","['Dine-in', 'Takeaway']"
1092,Restaurante Suntory Exotic Japanese Fusion,japanese,4.5,1363.0,2.0,"Av. Conselheiro Fernando de Sousa 23A, 1070-072 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'Delivery']"
1093,Sushi Cafe,japanese,4.4,233.0,,"Av. Eng. Duarte Pacheco 1016 1020, 1070-103 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1094,Hanami Sushi Tivoli Forum,japanese,4.3,150.0,2.0,"Av. da Liberdade 180, 1250-142 Lisboa, Portugal","['Dine-in', 'Takeaway']"
1097,Tribo Sushi Bar,japanese,4.0,27.0,,"Rua da Glória 30, 1250-117 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1098,Sushi Suisen,japanese,4.6,11.0,,"R. Andrade 15, 1170-014 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1099,Kingyo Sushi,japanese,4.5,44.0,,"R. Luciano Cordeiro 72B, 1150-217 Lisboa, Portugal","['Dine-in', 'Drive-through', 'No-contact delivery']"
1100,KOPPU RAMEN,japanese,4.5,718.0,2.0,"R. do Salitre 131, 1200-298 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No-contact delivery']"
1101,Best Sushi And Poke Restaurant,japanese,4.4,63.0,,"R. Natália Correia 8A, 1170-270 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1102,Buddha Sushi,japanese,3.6,807.0,1.0,"R. de São Pedro de Alcântara 65-69, 1250-238 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No-contact delivery']"
1103,Sushi do Bairro,japanese,4.4,43.0,,"R. Saraiva de Carvalho 32, 1250-244 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1104,KATANA SUSHI,japanese,4.5,93.0,,"Rua Marquês de Fronteira 173 A, 1070-300 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No-contact delivery']"
1105,Shun - Open Kitchen,japanese,4.8,40.0,,"R. Tomás da Anunciação 171A, 1350-326 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1106,Sushisan Santos,japanese,4.5,184.0,,"Largo de Santos 3A, 1200-808 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1107,by Koji Lisboa,japanese,4.8,25.0,,"Calçada Marquês Abrantes 138, 1200-720 Lisboa, Portugal","['Dine-in', 'No takeaway']"
1108,Sushisan Lisbon,japanese,4.1,520.0,2.0,"R. Nova de São Mamede 18, 1250-173 Lisboa, Portugal",['nan']
1109,Sushi Shop,japanese,3.9,170.0,,"PRAÇA, Rua Dom Luís I 30 LOJA 6, 1200-152 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1110,Sea Me Peixaria Moderna,seafood,4.3,1840.0,3.0,"Rua do Loreto 21, 1200-241 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1111,Nómada - Chiado,asian,4.7,35.0,,"R. Horta Seca 5 B, 1200-221 Lisboa, Portugal","['Dine-in', 'Takeaway']"
1112,Bonsai,japanese,4.6,395.0,3.0,"R. da Rosa 248, 1200-391 Lisboa","['Dine-in', 'Takeaway', 'No-contact delivery']"
1115,Sushi-Away,japanese,4.9,71.0,,"R. 4 de Infantaria, 1350-271 Lisboa","['Dine-in', 'Takeaway']"
1124,Miss Jappa,japanese,4.4,249.0,,"Praça do Príncipe Real 5, 1250-096 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1125,La Piadina,italian,4.5,515.0,1.0,"Calçada do Combro 8, 1200-114 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1127,Il Matriciano,italian,4.4,545.0,2.0,"R. de São Bento 107, 1200-661 Lisboa, Portugal","['Dine-in', 'Takeaway']"
1129,Il Mercato,italian,4.5,1311.0,2.0,"Passeio do Pátio Bagatela, R. Artilharia 1 51 Bloco B, Loja M, 1250-038 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1131,Mano a Mano - Ristorante pizzerie,italian,4.2,595.0,2.0,"R. do Alecrim 22, 1200-014 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1132,Sophia - Natural Italian,pasta,4.2,992.0,2.0,"Praça Dom Luís I 34, 1200-427 Lisboa, Portugal","['Dine-in', 'Takeaway']"
1135,Bella Ciao - Cantina Italiana,italian,4.2,560.0,1.0,"R. de São Julião 74 76, 1100-526 Lisboa, Portugal","['Dine-in', 'Curbside pickup', 'No-contact delivery']"
1136,Osteria - Cucina di Amici,italian,4.4,886.0,2.0,"R. Madres 52, 1200-712 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1138,Italian Republic,italian,4.3,109.0,,"R. dos Arameiros 15, 1100-389 Lisboa","['Dine-in', 'Delivery']"
1139,DaVito,pizza,4.4,609.0,2.0,"Rua da Penha de França - Mercado Sapadores, Loja 15, 1170-364 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
1140,Restaurante italiano Il Gattopardo,mediterranean,4.5,39.0,,"Av. Eng. Duarte Pacheco 24 3º piso, 1070-110 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
1142,La Campania,italian,4.3,566.0,,"R. Artilharia 1 30, 1250-096 Lisboa","['Dine-in', 'Takeaway']"
1143,Pasta House,pasta,4.1,80.0,,"Av. Eng. Duarte Pacheco 15G, 1250-096 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
1144,Tempero Pizza (Arroios),italian,4.8,18.0,,"R. Nova do Desterro 9, 1150-241 Lisboa","['Dine-in', 'Takeaway']"
1145,Caja pasta fresca italiana,pasta,4.9,33.0,,"R. Andrade 9 11, 1170-014 Lisboa","['Dine-in', 'Takeaway']"
1146,Memoria,pasta,4.4,519.0,2.0,"R. 4 de Infantaria 26a, 1350-273 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
1147,L'APE Italian Lounge,italian,4.7,85.0,,"Calçada do Monte 92A, 1170-251 Lisboa","['Dine-in', 'Takeaway']"
1151,Castafiore,bistro,4.3,107.0,2.0,"R. do Duque 21, 1200-158 Lisboa","['Dine-in', 'Curbside pickup', 'Delivery']"
1153,Ginos,italian,4.1,297.0,2.0,"R. Barata Salgueiro 29A, 1250-096 Lisboa","['Dine-in', 'Takeaway', 'Delivery']"
1154,Nonna Ristorante Cucina Italiana e Portoghese,italian,5.0,4.0,,"R. dos Remédios 163, 1100-446 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
1155,Pizza a Metro,italian,4.3,81.0,,"R. de Santa Marta 51, 1150-294 Lisboa","['Dine-in', 'Takeaway', 'No delivery']"
1158,daTerra Bairro Alto,veggie_healthy,4.4,337.0,2.0,"R. da Rosa 51, 1200-382 Lisboa, Portugal",['nan']
1160,The Green Affair - Chiado,veggie_healthy,4.4,408.0,2.0,"R. Serpa Pinto 15A, 1200-443 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1163,Os Tibetanos,veggie_healthy,4.3,1366.0,2.0,"R. do Salitre 117, 1250-198 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1165,Kong - Food Made With Compassion,veggie_healthy,4.7,420.0,2.0,"R. do Crucifixo 30, 1100-183 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
1166,Dear Breakfast,brunch,4.4,1281.0,2.0,"R. Gaivotas 17, 1200-719 Lisboa, Portugal","['Dine-in', 'Takeaway']"
1168,Brunch in Downtown,brunch,4.9,8.0,,"R. da Vitória 8, 1100-619 Lisboa, Portugal","['Dine-in', 'Takeaway']"
1170,Fauna & Flora- Anjos,brunch,4.5,609.0,2.0,"R. Febo Moniz 27A, 1150-152 Lisboa, Portugal","['Dine-in', 'Takeaway', 'Delivery']"
1172,BATZ,brunch,4.5,145.0,,"Largo Dr. António de Sousa Macedo 2, 1200-319 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No delivery']"
1174,A.P. F. Cafe & Restaurant,bistro,4.6,237.0,2.0,"R. das Trinas 67A, 1200-856 Lisboa, Portugal","['Dine-in', 'Takeaway', 'No-contact delivery']"
