,restaurant_name,restaurant_category
0,Crafty Corner,bar
0,Mallagueta Bar and Food Lisboa,bar
0,Spot Lisboa,bar
0,Di Marzano Café Vermuteria,bar
0,Groove Bar,bar
0,Manifest Lisbon,brunch
0,Brunch Café,brunch
0,Zenith - Brunch & Cocktails,brunch
0,Dear Breakfast,brunch
0,O Ninho - café brunch tapas,brunch
0,the mill,brunch
0,Noobai - Rooftop Bar e Restaurante,brunch
0,Dear Breakfast,brunch
0,Di Marzano Café Vermuteria,brunch
0,Sítio Valverde,brunch
0,Lumi Rooftop,brunch
0,Kafeine / Avenida da Liberdade,brunch
0,Brick Café Lisboa,brunch
0,Seagull Method cafe,brunch
0,Quase Café,brunch
0,Topo Chiado,brunch
0,"Maria Limão Brunch, Crepes, Limonadas Lisboa",brunch
0,Amélia Lisboa,brunch
0,39 Degraus,brunch
0,JNcQUOI Avenida,brunch
0,Leitaria Lisboa,brunch
0,Queimado,brunch
0,Stanislav Café,brunch
0,Ferroviário,brunch
0,Varanda,brunch
0,Nicolau Lisboa,brunch
0,Brunch in Downtown,brunch
0,Curva,brunch
0,Neighbourhood Cafe Lisboa,brunch
0,Augusto Lisboa,brunch
0,Cotidiano Lisboa,brunch
0,Café O Corvo,brunch
0,Josephine bistro & bar,brunch
0,Café Janis,brunch
0,Fauna & Flora,brunch
0,Royale Café,brunch
0,Machimbombo,brunch
0,Kaffeehaus,brunch
0,Local Healthy Kitchen,brunch
0,Break,brunch
0,BATZ,brunch
0,Basílio,brunch
0,Fauna & Flora- Anjos,brunch
0,Pão de Canela,brunch
0,Infame,brunch
0,Aprazível,brunch
0,Miolo,brunch
0,The Decadente,brunch
0,Leitaria Baiana,brunch
0,Flor de Lis,brunch
0,Manjerica,brunch
0,Audrey´s,brunch
0,A.P. F. Cafe & Restaurant,brunch
0,Instant Crunch,brunch
0,Eight the Health Lounge,brunch
0,Marcelino Pão & Vinho,brunch
0,Tazza in Giro,brunch
0,Cabane,brunch
0,Yallah Lisboa,brunch
0,Dear Breakfast - Alfama,brunch
0,Break Sé,brunch
0,Eat Pray Love Lisboa,brunch
0,Focaccia in Giro,brunch
0,Delidelux Avenida,brunch
0,Açores na Feira,brunch
0,Madame Petisca,brunch
0,Oui Mais Non,brunch
0,Dois Três Três - Gluten free,brunch
0,Tiles Bar,brunch
0,Avocado House Lisbon,brunch
0,"Hello, Kristof",brunch
0,The Whisk Cafe,brunch
0,Raffi's Bagels - Campo de Ourique,brunch
0,Charlot Alfama,brunch
0,Charlie Bistro,brunch
0,Dede's,brunch
0,Lisboa é Linda,brunch
0,CASA DOS AMIGOS,brunch
0,Mensagem - Restaurante e Bar Panorâmico,brunch
0,Wel Well Center,brunch
0,doVigário PubandRecords,brunch
0,Café Garrett by Ohana,brunch
0,Pastelaria Camões,brunch
0,Café do Rio - Hamburgueria Gourmet,brunch
0,"Arts Cafe, Event Venue",brunch
0,Água no Bico,brunch
0,Tings Lounge,brunch
0,Mimo de Alfama,brunch
0,Copenhagen Coffee Lab & Bakery,brunch
0,Blue Restaurant & Bar,brunch
0,Mercearia do Século,brunch
0,Union Portugal,brunch
0,The Green Affair - Chiado,brunch
0,Yard of Greens,brunch
0,O Botanista / Orteá Vegan Collective,brunch
0,BAHR & Terrace,brunch
0,Mercearia da Mila,brunch
0,Copenhagen Coffee Lab - Campo de Santa Clara,brunch
0,Gosta do Castelo Brunch,brunch
0,"Sumaya, Mesa Libanesa",brunch
0,Mesa de Frades,fado restaurant
0,Clube de Fado - Fado & Food Group,fado restaurant
0,Sr. Fado,fado restaurant
0,Fado em Si,fado restaurant
0,Café Luso,fado restaurant
0,Parreirinha de Alfama,fado restaurant
0,Casa de Linhares (Fado),fado restaurant
0,Maria da Mouraria - Casa de Fados,fado restaurant
0,O FAIA,fado restaurant
0,A Viela do Fado,fado restaurant
0,Guitarras de Lisboa,fado restaurant
0,O Corrido – Casa de Fado,fado restaurant
0,Restaurante Fado ao Carmo,fado restaurant
0,A Baiuca,fado restaurant
0,A Travessa do Fado (Museu do Fado),fado restaurant
0,Adega Machado,fado restaurant
0,Pastel do Fado,fado restaurant
0,Casa de Fado,fado restaurant
0,Alfama Fado Restaurant,fado restaurant
0,Royal Fado Restaurant,fado restaurant
0,Ferrary,pastry pasteleria bakery patisserie cake dessert
0,Manteigaria Fábrica de Pastéis de Nata,pastry pasteleria bakery patisserie cake dessert
0,Pau de Canela,pastry pasteleria bakery patisserie cake dessert
0,Pastelaria Orion,pastry pasteleria bakery patisserie cake dessert
0,Confeitaria Nacional,pastry pasteleria bakery patisserie cake dessert
0,Pastelaria Santo António (castelo São Jorge),pastry pasteleria bakery patisserie cake dessert
0,Alva,pastry pasteleria bakery patisserie cake dessert
0,Pâtisserie Dacquoise,pastry pasteleria bakery patisserie cake dessert
0,Centro Ideal da Graça,pastry pasteleria bakery patisserie cake dessert
0,Confeitaria Marquês de Pombal,pastry pasteleria bakery patisserie cake dessert
0,Pastelaria 1800,pastry pasteleria bakery patisserie cake dessert
0,Padaria de São Roque,pastry pasteleria bakery patisserie cake dessert
0,Fábrica da Nata - Pastéis de Nata,pastry pasteleria bakery patisserie cake dessert
0,Doce Real,pastry pasteleria bakery patisserie cake dessert
0,PAUL - Rua Augusta,pastry pasteleria bakery patisserie cake dessert
0,Manteigaria - Fábrica de Pastéis de Nata,pastry pasteleria bakery patisserie cake dessert
0,A Padaria Portuguesa,pastry pasteleria bakery patisserie cake dessert
0,Alcôa,pastry pasteleria bakery patisserie cake dessert
0,A Padaria Portuguesa,pastry pasteleria bakery patisserie cake dessert
0,Pastelaria Flor do Mundo,pastry pasteleria bakery patisserie cake dessert
0,Café Gelo,pastry pasteleria bakery patisserie cake dessert
0,Pastelaria Continental Lda,pastry pasteleria bakery patisserie cake dessert
0,A Padaria do Papa Poule,pastry pasteleria bakery patisserie cake dessert
0,A Padaria Portuguesa,pastry pasteleria bakery patisserie cake dessert
0,Cantinho da sé,pastry pasteleria bakery patisserie cake dessert
0,Pastelaria Benard,pastry pasteleria bakery patisserie cake dessert
0,Sacolinha Pastelaria e Padaria,pastry pasteleria bakery patisserie cake dessert
0,Alfama Doce,pastry pasteleria bakery patisserie cake dessert
0,L'Éclair,pastry pasteleria bakery patisserie cake dessert
0,Fábrica da Nata (Rua Augusta),pastry pasteleria bakery patisserie cake dessert
0,A Padaria Portuguesa,pastry pasteleria bakery patisserie cake dessert
0,A Padaria Portuguesa,pastry pasteleria bakery patisserie cake dessert
0,Saga,pastry pasteleria bakery patisserie cake dessert
0,Ceres Boulangerie,pastry pasteleria bakery patisserie cake dessert
0,A Padaria Portuguesa,pastry pasteleria bakery patisserie cake dessert
0,Balcão do Marquês,pastry pasteleria bakery patisserie cake dessert
0,A Tentação,pastry pasteleria bakery patisserie cake dessert
0,Eric Kayser,pastry pasteleria bakery patisserie cake dessert
0,Tentaçoes de Canela,pastry pasteleria bakery patisserie cake dessert
0,A Pousadinha (Cais Sodré) - Doçaria Conventual,pastry pasteleria bakery patisserie cake dessert
0,Casa dos Ovos Moles em Lisboa,pastry pasteleria bakery patisserie cake dessert
0,A Padaria Portuguesa,pastry pasteleria bakery patisserie cake dessert
0,Baga,pastry pasteleria bakery patisserie cake dessert
0,A Padaria Portuguesa,pastry pasteleria bakery patisserie cake dessert
0,Vontadinhas,pastry pasteleria bakery patisserie cake dessert
0,Leitaria da Quinta do Paço,pastry pasteleria bakery patisserie cake dessert
0,Moon boulangerie,pastry pasteleria bakery patisserie cake dessert
0,Tebas,pastry pasteleria bakery patisserie cake dessert
0,A Padaria Portuguesa,pastry pasteleria bakery patisserie cake dessert
0,A Padaria Portuguesa,pastry pasteleria bakery patisserie cake dessert
0,A Padaria Portuguesa,pastry pasteleria bakery patisserie cake dessert
0,O Bolo da Marta,pastry pasteleria bakery patisserie cake dessert
0,A Padaria Portuguesa,pastry pasteleria bakery patisserie cake dessert
0,A Padaria Portuguesa,pastry pasteleria bakery patisserie cake dessert
0,Doces Teresa Pyrrait,pastry pasteleria bakery patisserie cake dessert
0,Moon boulangerie,pastry pasteleria bakery patisserie cake dessert
0,Mercearia Castello,pastry pasteleria bakery patisserie cake dessert
0,Pão de Canela,pastry pasteleria bakery patisserie cake dessert
0,Atalho Real,grill barbecue steak restaurant
0,Sabor Gaucho Chiado,grill barbecue steak restaurant
0,Block House,grill barbecue steak restaurant
0,Churrasqueira Central Santa Bárbara,grill barbecue steak restaurant
0,Alfama Grill,grill barbecue steak restaurant
0,Hard Rock Cafe,grill barbecue steak restaurant
0,Han - Table Barbecue,grill barbecue steak restaurant
0,Kumar Churrasqueira,grill barbecue steak restaurant
0,RIB - Beef & Wine Lisboa,grill barbecue steak restaurant
0,Grilled And Company,grill barbecue steak restaurant
0,Restaurante O Churrasco,grill barbecue steak restaurant
0,BBQ Tonight,grill barbecue steak restaurant
0,Frangasqueira Nacional,grill barbecue steak restaurant
0,K.O.B,grill barbecue steak restaurant
0,The Grill Club kabab-Grill Restaurant,grill barbecue steak restaurant
0,Moma,grill barbecue steak restaurant
0,Há Pitéu,grill barbecue steak restaurant
0,Taberna do Lopes First Floor,grill barbecue steak restaurant
0,La Paparrucha,grill barbecue steak restaurant
0,Fogo de Chão,grill barbecue steak restaurant
0,The Grill Club,grill barbecue steak restaurant
0,Carmo Restaurant & Bar,grill barbecue steak restaurant
0,Restaurante Gambrinus,grill barbecue steak restaurant
0,Sommelier Lisbon,grill barbecue steak restaurant
0,Spicy,grill barbecue steak restaurant
0,OTRO restaurante,grill barbecue steak restaurant
0,Churrasqueira 100 Palavras,grill barbecue steak restaurant
0,Restaurante Mar ao Largo,grill barbecue steak restaurant
0,Os Cabaças,grill barbecue steak restaurant
0,As Salgadeiras,grill barbecue steak restaurant
0,"Yakuza by Olivier, Lisboa",grill barbecue steak restaurant
0,Restaurante Rio Grande,grill barbecue steak restaurant
0,Café Buenos Aires,grill barbecue steak restaurant
0,Ofício - Tasco Atípico,grill barbecue steak restaurant
0,Sol Brasil,grill barbecue steak restaurant
0,Taj Mahal Restaurant,grill barbecue steak restaurant
0,Xburger-Grill&Kebab,grill barbecue steak restaurant
0,Al Garage,grill barbecue steak restaurant
0,Chapitô à Mesa,grill barbecue steak restaurant
0,Churrasqueira da Paz,grill barbecue steak restaurant
0,Eight - The Health Lounge,veggie healthy vegan restaurant
0,Organi Chiado,veggie healthy vegan restaurant
0,Ao 26,veggie healthy vegan restaurant
0,O Botanista / Orteá Vegan Collective,veggie healthy vegan restaurant
0,Vegan Junkies,veggie healthy vegan restaurant
0,PSI,veggie healthy vegan restaurant
0,daTerra Bairro Alto,veggie healthy vegan restaurant
0,The Food Temple,veggie healthy vegan restaurant
0,Jardim das Cerejas,veggie healthy vegan restaurant
0,Jardim dos Sentidos,veggie healthy vegan restaurant
0,Os Tibetanos,veggie healthy vegan restaurant
0,Graça 77,veggie healthy vegan restaurant
0,InkFarmFood - Organic food & juices. Israeli Cuisine,veggie healthy vegan restaurant
0,Princesa do Castelo,veggie healthy vegan restaurant
0,The Green Affair - Chiado,veggie healthy vegan restaurant
0,Bomercado,veggie healthy vegan restaurant
0,Healthy V.,veggie healthy vegan restaurant
0,Kong - Food Made With Compassion,veggie healthy vegan restaurant
0,Legumi Sushi Vegan,veggie healthy vegan restaurant
0,Plant Base,veggie healthy vegan restaurant
0,Vegan,veggie healthy vegan restaurant
0,Focaccia in Giro,veggie healthy vegan restaurant
0,Chutnify Principe Real,veggie healthy vegan restaurant
0,Zenith,veggie healthy vegan restaurant
0,Tamarind,veggie healthy vegan restaurant
0,YAO Pressed Juicery,veggie healthy vegan restaurant
0,Tribo da Terra,veggie healthy vegan restaurant
0,New Himalaia,veggie healthy vegan restaurant
0,Yallah Lisboa,veggie healthy vegan restaurant
0,Tantura,veggie healthy vegan restaurant
0,Hamburgueria do Bairro - Príncipe Real,veggie healthy vegan restaurant
0,Ganesha Palace,veggie healthy vegan restaurant
0,KOPPU RAMEN,veggie healthy vegan restaurant
0,Restaurante Consensual,veggie healthy vegan restaurant
0,A Venda Lusitana,veggie healthy vegan restaurant
0,Cotidiano Lisboa,veggie healthy vegan restaurant
0,Calcuta,veggie healthy vegan restaurant
0,Swaagat The Taste of India,veggie healthy vegan restaurant
0,Hard Rock Cafe Lisbon,veggie healthy vegan restaurant
0,Armaha Restaurant,veggie healthy vegan restaurant
0,Guacamole,veggie healthy vegan restaurant
0,Nood,veggie healthy vegan restaurant
0,Santa Clara dos Cogumelos,veggie healthy vegan restaurant
0,HAWAII POKE-IN,veggie healthy vegan restaurant
0,Paladarium,veggie healthy vegan restaurant
0,Fauna & Flora,veggie healthy vegan restaurant
0,Yambu Restaurant,veggie healthy vegan restaurant
0,doVigário PubandRecords,veggie healthy vegan restaurant
0,"Maria Limão Brunch, Crepes, Limonadas Lisboa",veggie healthy vegan restaurant
0,A Cevicheria,veggie healthy vegan restaurant
0,Best kebab & Pizza house,veggie healthy vegan restaurant
0,Cantinho do Aziz,veggie healthy vegan restaurant
0,Yak & Yeti,veggie healthy vegan restaurant
0,3 Amigos,veggie healthy vegan restaurant
0,Machimbombo,veggie healthy vegan restaurant
0,Royal Spice Restaurante,veggie healthy vegan restaurant
0,KAYA - Coffee & Organic Hair Concept,veggie healthy vegan restaurant
0,VeganBuffet,veggie healthy vegan restaurant
0,Água no Bico,veggie healthy vegan restaurant
0,Basílio,veggie healthy vegan restaurant
0,In Bocca Al Lupo,veggie healthy vegan restaurant
0,French Arth,veggie healthy vegan restaurant
0,Cabane,veggie healthy vegan restaurant
0,Lisbon cafe & kebab house,veggie healthy vegan restaurant
0,Kebabish PT,veggie healthy vegan restaurant
0,Valdo Gatti Pizza Bio,veggie healthy vegan restaurant
0,Eating Bear,veggie healthy vegan restaurant
0,Pizzeria Romana BIO,veggie healthy vegan restaurant
0,The Decadente,veggie healthy vegan restaurant
0,Brick Cafe Lisboa,veggie healthy vegan restaurant
0,Tulsi Restaurant,veggie healthy vegan restaurant
0,Café Garrett by Ohana,veggie healthy vegan restaurant
0,Lost In,veggie healthy vegan restaurant
0,Boa-Bao,veggie healthy vegan restaurant
0,Il Basilico Lisboa,veggie healthy vegan restaurant
0,Vitaminas Garrett,veggie healthy vegan restaurant
0,Guilty,veggie healthy vegan restaurant
0,Quase Café,veggie healthy vegan restaurant
0,the mill,veggie healthy vegan restaurant
0,da Prata 52,veggie healthy vegan restaurant
0,Tasca Kome,japanese restaurant
0,Avenida SushiCafé,japanese restaurant
0,Japonês Sushi Restaurante,japanese restaurant
0,Bonsai,japanese restaurant
0,Unique Sushi Lab,japanese restaurant
0,Confraria LX,japanese restaurant
0,"Yakuza by Olivier, Lisboa",japanese restaurant
0,Hikidashi,japanese restaurant
0,Restaurante Suntory Exotic Japanese Fusion,japanese restaurant
0,Sushi Cafe,japanese restaurant
0,Sushi dos Sá Morais,japanese restaurant
0,Nui Sushi & Thai bar,japanese restaurant
0,Hanami Sushi Tivoli Forum,japanese restaurant
0,Miss Jappa,japanese restaurant
0,Kiku,japanese restaurant
0,Nui Sushi & Bar,japanese restaurant
0,Noori Sushi,japanese restaurant
0,Wakame Sushi Ten,japanese restaurant
0,Buddha Sushi,japanese restaurant
0,Tribo Sushi Bar,japanese restaurant
0,Best Sushi And Poke Restaurant,japanese restaurant
0,KOPPU RAMEN,japanese restaurant
0,Sushi Korner,japanese restaurant
0,Sushi do Bairro,japanese restaurant
0,Sekai Sushi bar,japanese restaurant
0,ONI Japanese Restaurant,japanese restaurant
0,KATANA SUSHI,japanese restaurant
0,Mattë Lisboa,japanese restaurant
0,Kingyo Sushi,japanese restaurant
0,Oishi Sushi,japanese restaurant
0,Sushisan Lisbon,japanese restaurant
0,Sushi Suisen,japanese restaurant
0,Afuri,japanese restaurant
0,Ola sushi,japanese restaurant
0,OnigiriA,japanese restaurant
0,Sushi-Away,japanese restaurant
0,Sea Me Peixaria Moderna,japanese restaurant
0,Daimoku Sushi & Grill Restaurant,japanese restaurant
0,SUSHIGIRO,japanese restaurant
0,Ikigai Japanese Restaurant,japanese restaurant
0,Sushi-Away,japanese restaurant
0,Confraria - sushi do Mercado,japanese restaurant
0,Sushi Shop,japanese restaurant
0,TSUBAKI MARQUÊS,japanese restaurant
0,Silk Club,japanese restaurant
0,Sushisan Santos,japanese restaurant
0,Nikitta Sushi & Wine Bar,japanese restaurant
0,KOPPU RAMEN + IZAKAYA,japanese restaurant
0,Izakaya Sao Bento,japanese restaurant
0,Nómada - Chiado,japanese restaurant
0,Kapitan Ramen Bistro,japanese restaurant
0,Angels proportion,japanese restaurant
0,Noori,japanese restaurant
0,by Koji Lisboa,japanese restaurant
0,Reino dos Sabores,japanese restaurant
0,Shun - Open Kitchen,japanese restaurant
0,Legumi Sushi Vegan,japanese restaurant
0,Sushima,japanese restaurant
0,Yabai!,japanese restaurant
0,Nood,japanese restaurant
0,KŌJI,japanese restaurant
0,KABUKI LISBOA,japanese restaurant
0,Sushitako,japanese restaurant
0,O Japonês,japanese restaurant
0,JNcQUOI Asia,japanese restaurant
0,Soi,japanese restaurant
0,Azia Asian Restaurant,japanese restaurant
0,Yak & Yeti,japanese restaurant
0,"LOOP restaurante, café, mercearia",japanese restaurant
0,Japan Lab,japanese restaurant
0,KIN,japanese restaurant
0,Ramen Bambu Lisboa,japanese restaurant
0,SushiCome,japanese restaurant
0,Gyoza Bar,japanese restaurant
0,Sushi Buffet,japanese restaurant
0,Restaurante Oishii,japanese restaurant
0,Ritz Bar,japanese restaurant
0,Moshi Moshi - DIY Vegetarian Ramen,japanese restaurant
0,Bonsai,japanese restaurant
0,Go Juu,japanese restaurant
0,Tsubaki,japanese restaurant
0,KAI,japanese restaurant
0,"Yakuza by Olivier, Lisboa",japanese restaurant
0,Kiku,japanese restaurant
0,Hikidashi,japanese restaurant
0,Restaurante Japonês - SUSHI TIME,japanese restaurant
0,AronSushi,japanese restaurant
0,KATANA SUSHI,japanese restaurant
0,Hanami Sushi Tivoli Forum,japanese restaurant
0,Mattë Lisboa,japanese restaurant
0,Restaurante Suntory Exotic Japanese Fusion,japanese restaurant
0,Sushisan Lisbon,japanese restaurant
0,Maizakura,japanese restaurant
0,Japonês Sushi Restaurante,japanese restaurant
0,Miss Jappa,japanese restaurant
0,Osaka - Japonese Restaurant,japanese restaurant
0,Oshiki sushi bar,japanese restaurant
0,Kingyo Sushi,japanese restaurant
0,Yabai!,japanese restaurant
0,KŌJI,japanese restaurant
0,Nikitta Sushi & Wine Bar,japanese restaurant
0,Buddha Sushi,japanese restaurant
0,Sushi dos Sá Morais,japanese restaurant
0,Noori Sushi,japanese restaurant
0,by Koji Lisboa,japanese restaurant
0,ONI Japanese Restaurant,japanese restaurant
0,Tribo Sushi Bar,japanese restaurant
0,Daimoku Sushi & Grill Restaurant,japanese restaurant
0,OnigiriA,japanese restaurant
0,Avenida SushiCafé,japanese restaurant
0,Afuri,japanese restaurant
0,Sushi Cafe,japanese restaurant
0,Izakaya Sao Bento,japanese restaurant
0,Nui Sushi & Thai bar,japanese restaurant
0,Sushi Suisen,japanese restaurant
0,Ola sushi,japanese restaurant
0,KABUKI LISBOA,japanese restaurant
0,Kapitan Ramen Bistro,japanese restaurant
0,Sushitako,japanese restaurant
0,Nood,japanese restaurant
0,Sushicome Martim Moniz,japanese restaurant
0,Japan Lab,japanese restaurant
0,Legumi Sushi Vegan,japanese restaurant
0,JNcQUOI Asia,japanese restaurant
0,Moshi Moshi - DIY Vegetarian Ramen,japanese restaurant
0,Ramen Bambu Lisboa,japanese restaurant
0,Soi,japanese restaurant
0,SushiCome,japanese restaurant
0,Sea Me Peixaria Moderna,japanese restaurant
0,Sushi Buffet,japanese restaurant
0,Origami Sushi Bar - Restaurante,japanese restaurant
0,KIN,japanese restaurant
0,Azia Asian Restaurant,japanese restaurant
0,Yak & Yeti,japanese restaurant
0,"LOOP restaurante, café, mercearia",japanese restaurant
0,La Terrasse,japanese restaurant
0,Restaurante Oishii,japanese restaurant
0,Panda Cantina,japanese restaurant
0,Boa-Bao,japanese restaurant
0,K.O.B,japanese restaurant
0,Hua Ta Li Chinese Restaurant,japanese restaurant
0,Ritz Bar,japanese restaurant
0,Cantinho do Aziz,african restaurant
0,Restaurante Aicha (African food),african restaurant
0,Casa Mocambo,african restaurant
0,Roda Viva,african restaurant
0,Casa de Angola,african restaurant
0,Kwá Dóxi,african restaurant
0,O Amoraria,african restaurant
0,Palanca Gigante,african restaurant
0,Mesa Kreol,african restaurant
0,Tas'ka,african restaurant
0,Papa Chidera Nigeria Restaurant,african restaurant
0,Batata Doce,african restaurant
0,#Treestory,african restaurant
0,Restaurante Anastácia - Sabores Africanos,african restaurant
0,Tambarina,african restaurant
0,Flor da Laranja,african restaurant
0,Taste of Pakistan,african restaurant
0,Allfama Portuguese Cuisine,african restaurant
0,Centenarivm,african restaurant
0,Flor da Laranja,moroccan restaurant
0,Boa-Bao,asian thai vietnamese chinese restaurant
0,Azia Asian Restaurant,asian thai vietnamese chinese restaurant
0,Goethe Café,european restaurant
0,Sommelier Lisbon,european restaurant
0,Kaffeehaus,european restaurant
0,Bistro Edelweiss,european restaurant
0,Bistro 100 Maneiras,european restaurant
0,Lisbon You and Me,european restaurant
0,Lisboète,european restaurant
0,Madragoa Café,european restaurant
0,Tasca da Esquina,european restaurant
0,Âmago,european restaurant
0,Flor da Laranja,european restaurant
0,Comaká,european restaurant
0,Estórias na Casa da Comida,european restaurant
0,Paralelo 45,european restaurant
0,Varanda Restaurant,european restaurant
0,Cafeh Tehran,european restaurant
0,Restaurant,european restaurant
0,Stanislav Café,european restaurant
0,Restaurant International,european restaurant
0,Blue Restaurant & Bar,european restaurant
0,Alma,european restaurant
0,Adega Dom Luis,european restaurant
0,Khayyam Persian restaurant,european restaurant
0,Gambrinus,european restaurant
0,Armaha Restaurant,european restaurant
0,Tavares,european restaurant
0,Lisboa à Noite,european restaurant
0,Manny's Place Lisbon,european restaurant
0,Loco,european restaurant
0,Martinho da Arcada,european restaurant
0,Paladarium,european restaurant
0,Augusto Lisboa,european restaurant
0,Sucolento,european restaurant
0,Andorra,european restaurant
0,Parreirinha de Alfama,european restaurant
0,Terras Gerais Bistro,european restaurant
0,Ramiro,european restaurant
0,As Salgadeiras,european restaurant
0,A Cevicheria,european restaurant
0,Tágide,european restaurant
0,Essencial,european restaurant
0,Le Petit Café,european restaurant
0,Leão d'Ouro,european restaurant
0,Epur,european restaurant
0,Sr. Fado,european restaurant
0,Restaurante Cervejaria Lisboa Portugal,european restaurant
0,Season,european restaurant
0,Piri-Piri,european restaurant
0,Eating Bear,european restaurant
0,Restaurante Rodas,european restaurant
0,1º de Maio,european restaurant
0,São Jorge,european restaurant
0,A Parreirinha do Paraíso,european restaurant
0,Bistrô4,european restaurant
0,Bistrô Gato pardo,european restaurant
0,Nicola,european restaurant
0,Santelmo,european restaurant
0,Cascais Remo,european restaurant
0,Grenache,european restaurant
0,Alto Minho,european restaurant
0,As Velhas,european restaurant
0,Tapas n' Friends Sé,european restaurant
0,Comidas de Santiago,european restaurant
0,Taberna - Bairro do Avillez,european restaurant
0,Frade dos Mares,european restaurant
0,Oficina do Duque,european restaurant
0,El-Rei Dom Frango,european restaurant
0,Versículo d'O Faia,european restaurant
0,Casa Portuguesa do Pastel de Bacalhau,european restaurant
0,RD's Restaurante and cafe,european restaurant
0,Restaurante Rio Grande,european restaurant
0,Planeta dos Temperos,european restaurant
0,O Português Chiado,european restaurant
0,Needle in a haystack,european restaurant
0,Sushi Muji,european restaurant
0,Crisfama,european restaurant
0,Babete,european restaurant
0,Belcanto,european restaurant
0,Ofício,european restaurant
0,Hard Rock Cafe Lisbon,european restaurant
0,JNcQUOI Avenida,european restaurant
0,Mensagem - Restaurante e Bar Panorâmico,european restaurant
0,Royale Café,european restaurant
0,"Yakuza by Olivier, Lisboa",european restaurant
0,Gurkha Restaurant & Bar (São Bento),european restaurant
0,Clube de Jornalistas,european restaurant
0,A Nossa Casa,european restaurant
0,Sabor a Lisboa,european restaurant
0,Mandala De Sabores,european restaurant
0,French Arth,european restaurant
0,O Prego,european restaurant
0,Café de São Bento,european restaurant
0,ristorante a severa,european restaurant
0,Estaminé art food drink,european restaurant
0,A Taberna Do Mar,european restaurant
0,Carmo,european restaurant
0,Rio Coura,european restaurant
0,Pão de Canela,european restaurant
0,Figus,european restaurant
0,Taberna Sal Grosso,european restaurant
0,Gurkha Restaurant & Bar (São Bento),indian nepalese restaurant
0,Darshan Nepal Restaurante,indian nepalese restaurant
0,Sanskar Nepal,indian nepalese restaurant
0,Yak & Yeti,indian nepalese restaurant
0,Lumbini Restaurant,indian nepalese restaurant
0,Miteri restaurant,indian nepalese restaurant
0,Olá Nepal,indian nepalese restaurant
0,New Himalaia,indian nepalese restaurant
0,New Manakamana,indian nepalese restaurant
0,Olá Kathmandu,indian nepalese restaurant
0,Hamro Munal Restaurant,indian nepalese restaurant
0,Everest Montanha,indian nepalese restaurant
0,Everest Nepal,indian nepalese restaurant
0,Annapurna,indian nepalese restaurant
0,Leo Restaurant,indian nepalese restaurant
0,Restaurante Aagan,indian nepalese restaurant
0,Sagarmatha Momo,indian nepalese restaurant
0,RD's Restaurante and cafe,indian nepalese restaurant
0,"Miteri Restarant 2 comida nepalesa ,indiana e vegetarian",indian nepalese restaurant
0,Yambu Restaurant,indian nepalese restaurant
0,Bengal Tandoori - Restaurante Indiano Lisbon,indian nepalese restaurant
0,Tandoori Palace Restaurante Comida Indiana,indian nepalese restaurant
0,Sabor do Nepal ( tipical Himalayan foods),indian nepalese restaurant
0,Calcuta,indian nepalese restaurant
0,"Gandhi Palace - Restaurante Indiano & Italiano - Bairro Alto, Lisboa",indian nepalese restaurant
0,Swayambhu House,indian nepalese restaurant
0,Natraj Tandoori,indian nepalese restaurant
0,Ganesha Palace,indian nepalese restaurant
0,Natraj Tandoori Rato,indian nepalese restaurant
0,Royal Spice Restaurante,indian nepalese restaurant
0,Kerala,indian nepalese restaurant
0,India gate,indian nepalese restaurant
0,Spicy,indian nepalese restaurant
0,Spice Hut Tandoori,indian nepalese restaurant
0,Cinnamon Restaurante Indiano,indian nepalese restaurant
0,Tamarind,indian nepalese restaurant
0,OVEN LISBOA,indian nepalese restaurant
0,Ghoroa,indian nepalese restaurant
