,type_of_food,neighborhood,price,outputs
3636,pastry,Santa Maria dos Olivais,2,0.6
3633,asian,Santa Maria dos Olivais,1,0.6
3632,asian,Santa Maria dos Olivais,2,0.6
33,veggie_healthy,Graça,1,0.6
3629,italian,Santa Maria dos Olivais,1,0.6
3628,italian,Santa Maria dos Olivais,2,0.6
3625,burger,Santa Maria dos Olivais,1,0.6
3624,burger,Santa Maria dos Olivais,2,0.6
3623,africa_me,Santa Maria dos Olivais,3,0.6
45,indian_nepalese,Graça,1,0.6
3621,africa_me,Santa Maria dos Olivais,1,0.6
3620,africa_me,Santa Maria dos Olivais,2,0.6
3617,mexican,Santa Maria dos Olivais,1,0.6
3616,mexican,Santa Maria dos Olivais,2,0.6
3615,pasta,Santa Maria dos Olivais,3,0.6
3613,pasta,Santa Maria dos Olivais,1,0.6
3612,pasta,Santa Maria dos Olivais,2,0.6
3551,fado,São Sebastião da Pedreira,3,0.6
3550,fado,São Sebastião da Pedreira,4,0.6
3549,fado,São Sebastião da Pedreira,1,0.6
3548,fado,São Sebastião da Pedreira,2,0.6
3492,bistro,São Sebastião da Pedreira,2,0.6
3487,south_america,São Sebastião da Pedreira,3,0.6
3486,south_america,São Sebastião da Pedreira,4,0.6
3485,south_america,São Sebastião da Pedreira,1,0.6
3483,seafood,São Sebastião da Pedreira,3,0.6
3482,seafood,São Sebastião da Pedreira,4,0.6
3481,seafood,São Sebastião da Pedreira,1,0.6
3480,seafood,São Sebastião da Pedreira,2,0.6
3479,bar,São Sebastião da Pedreira,3,0.6
3478,bar,São Sebastião da Pedreira,4,0.6
3477,bar,São Sebastião da Pedreira,1,0.6
3476,bar,São Sebastião da Pedreira,2,0.6
3475,chicken,São Sebastião da Pedreira,3,0.6
3474,chicken,São Sebastião da Pedreira,4,0.6
3471,european,São Sebastião da Pedreira,3,0.6
3470,european,São Sebastião da Pedreira,4,0.6
3468,european,São Sebastião da Pedreira,2,0.6
3467,mediterranean,São Sebastião da Pedreira,3,0.6
3466,mediterranean,São Sebastião da Pedreira,4,0.6
3465,mediterranean,São Sebastião da Pedreira,1,0.6
3464,mediterranean,São Sebastião da Pedreira,2,0.6
3463,cafe,São Sebastião da Pedreira,3,0.6
3460,cafe,São Sebastião da Pedreira,2,0.6
3495,bistro,São Sebastião da Pedreira,3,0.6
3496,grill,São Sebastião da Pedreira,2,0.6
3497,grill,São Sebastião da Pedreira,1,0.6
3523,mexican,São Sebastião da Pedreira,3,0.6
3543,pastry,São Sebastião da Pedreira,3,0.6
3539,asian,São Sebastião da Pedreira,3,0.6
3538,asian,São Sebastião da Pedreira,4,0.6
3537,asian,São Sebastião da Pedreira,1,0.6
3536,asian,São Sebastião da Pedreira,2,0.6
3535,italian,São Sebastião da Pedreira,3,0.6
3531,burger,São Sebastião da Pedreira,3,0.6
3529,burger,São Sebastião da Pedreira,1,0.6
3528,burger,São Sebastião da Pedreira,2,0.6
3526,africa_me,São Sebastião da Pedreira,4,0.6
3522,mexican,São Sebastião da Pedreira,4,0.6
3499,grill,São Sebastião da Pedreira,3,0.6
3521,mexican,São Sebastião da Pedreira,1,0.6
3520,mexican,São Sebastião da Pedreira,2,0.6
3518,pasta,São Sebastião da Pedreira,4,0.6
3517,pasta,São Sebastião da Pedreira,1,0.6
3509,pizza,São Sebastião da Pedreira,1,0.6
3507,portuguese,São Sebastião da Pedreira,3,0.6
3506,portuguese,São Sebastião da Pedreira,4,0.6
3504,portuguese,São Sebastião da Pedreira,2,0.6
3503,indian_nepalese,São Sebastião da Pedreira,3,0.6
3500,indian_nepalese,São Sebastião da Pedreira,2,0.6
3265,brunch,Nossa Senhora de Fátima,1,0.6
3264,brunch,Nossa Senhora de Fátima,2,0.6
3263,fado,São Domingos de Benfica,3,0.6
295,cafe,São Paulo,3,0.6
3075,brunch,Alvalade,3,0.6
3073,brunch,Alvalade,1,0.6
3072,brunch,Alvalade,2,0.6
298,mediterranean,São Paulo,4,0.6
299,mediterranean,São Paulo,3,0.6
301,european,São Paulo,1,0.6
3065,fast_food,Castelo,1,0.6
304,chicken,São Paulo,2,0.6
306,chicken,São Paulo,4,0.6
307,chicken,São Paulo,3,0.6
308,bar,São Paulo,2,0.6
3057,asian,Castelo,1,0.6
310,bar,São Paulo,4,0.6
311,bar,São Paulo,3,0.6
3053,italian,Castelo,1,0.6
312,seafood,São Paulo,2,0.6
313,seafood,São Paulo,1,0.6
314,seafood,São Paulo,4,0.6
3049,burger,Castelo,1,0.6
316,south_america,São Paulo,2,0.6
3045,africa_me,Castelo,1,0.6
318,south_america,São Paulo,4,0.6
319,south_america,São Paulo,3,0.6
296,mediterranean,São Paulo,2,0.6
3078,cafe,Alvalade,4,0.6
3111,bistro,Alvalade,3,0.6
3080,mediterranean,Alvalade,2,0.6
3108,bistro,Alvalade,2,0.6
3107,veggie_healthy,Alvalade,3,0.6
3106,veggie_healthy,Alvalade,4,0.6
3105,veggie_healthy,Alvalade,1,0.6
3104,veggie_healthy,Alvalade,2,0.6
3103,south_america,Alvalade,3,0.6
3101,south_america,Alvalade,1,0.6
3100,south_america,Alvalade,2,0.6
3099,seafood,Alvalade,3,0.6
3097,seafood,Alvalade,1,0.6
3096,seafood,Alvalade,2,0.6
3095,bar,Alvalade,3,0.6
3093,bar,Alvalade,1,0.6
3092,bar,Alvalade,2,0.6
3091,chicken,Alvalade,3,0.6
3089,chicken,Alvalade,1,0.6
3088,chicken,Alvalade,2,0.6
3087,european,Alvalade,3,0.6
3086,european,Alvalade,4,0.6
3085,european,Alvalade,1,0.6
3084,european,Alvalade,2,0.6
3083,mediterranean,Alvalade,3,0.6
3081,mediterranean,Alvalade,1,0.6
320,veggie_healthy,São Paulo,2,0.6
323,veggie_healthy,São Paulo,3,0.6
324,bistro,São Paulo,2,0.6
3035,japanese,Castelo,3,0.6
2990,european,Castelo,4,0.6
367,italian,São Paulo,3,0.6
2985,mediterranean,Castelo,1,0.6
2984,mediterranean,Castelo,2,0.6
372,pastry,São Paulo,2,0.6
2981,cafe,Castelo,1,0.6
2979,brunch,Castelo,3,0.6
374,pastry,São Paulo,4,0.6
2977,brunch,Castelo,1,0.6
2976,brunch,Castelo,2,0.6
375,pastry,São Paulo,3,0.6
2974,fado,Santo Condestável,4,0.6
2973,fado,Santo Condestável,1,0.6
376,fast_food,São Paulo,2,0.6
2970,fast_food,Santo Condestável,4,0.6
2969,fast_food,Santo Condestável,1,0.6
378,fast_food,São Paulo,4,0.6
379,fast_food,São Paulo,3,0.6
2966,pastry,Santo Condestável,4,0.6
2965,pastry,Santo Condestável,1,0.6
380,fado,São Paulo,2,0.6
2962,asian,Santo Condestável,4,0.6
2961,asian,Santo Condestável,1,0.6
366,italian,São Paulo,4,0.6
2992,chicken,Castelo,2,0.6
364,italian,São Paulo,2,0.6
3017,grill,Castelo,1,0.6
327,bistro,São Paulo,3,0.6
3033,japanese,Castelo,1,0.6
328,grill,São Paulo,2,0.6
330,grill,São Paulo,4,0.6
3029,pizza,Castelo,1,0.6
331,grill,São Paulo,3,0.6
332,indian_nepalese,São Paulo,2,0.6
334,indian_nepalese,São Paulo,4,0.6
335,indian_nepalese,São Paulo,3,0.6
340,pizza,São Paulo,2,0.6
341,pizza,São Paulo,1,0.6
359,africa_me,São Paulo,3,0.6
342,pizza,São Paulo,4,0.6
3012,bistro,Castelo,2,0.6
345,japanese,São Paulo,1,0.6
347,japanese,São Paulo,3,0.6
349,pasta,São Paulo,1,0.6
350,pasta,São Paulo,4,0.6
3005,south_america,Castelo,1,0.6
356,africa_me,São Paulo,2,0.6
357,africa_me,São Paulo,1,0.6
809,grill,Santa Isabel,1,0.6
3109,bistro,Alvalade,1,0.6
3112,grill,Alvalade,2,0.6
3262,fado,São Domingos de Benfica,4,0.6
3225,japanese,São Domingos de Benfica,1,0.6
261,africa_me,Santa Engrácia,1,0.6
3222,pizza,São Domingos de Benfica,4,0.6
3221,pizza,São Domingos de Benfica,1,0.6
3219,portuguese,São Domingos de Benfica,3,0.6
3218,portuguese,São Domingos de Benfica,4,0.6
3217,portuguese,São Domingos de Benfica,1,0.6
3216,portuguese,São Domingos de Benfica,2,0.6
3215,indian_nepalese,São Domingos de Benfica,3,0.6
3214,indian_nepalese,São Domingos de Benfica,4,0.6
3212,indian_nepalese,São Domingos de Benfica,2,0.6
3211,grill,São Domingos de Benfica,3,0.6
3210,grill,São Domingos de Benfica,4,0.6
3207,bistro,São Domingos de Benfica,3,0.6
3206,bistro,São Domingos de Benfica,4,0.6
3204,bistro,São Domingos de Benfica,2,0.6
265,burger,Santa Engrácia,1,0.6
3202,veggie_healthy,São Domingos de Benfica,4,0.6
268,italian,Santa Engrácia,2,0.6
3199,south_america,São Domingos de Benfica,3,0.6
3198,south_america,São Domingos de Benfica,4,0.6
3194,seafood,São Domingos de Benfica,4,0.6
3193,seafood,São Domingos de Benfica,1,0.6
272,asian,Santa Engrácia,2,0.6
260,africa_me,Santa Engrácia,2,0.6
3226,japanese,São Domingos de Benfica,4,0.6
3113,grill,Alvalade,1,0.6
3230,pasta,São Domingos de Benfica,4,0.6
3260,fado,São Domingos de Benfica,2,0.6
3258,fast_food,São Domingos de Benfica,4,0.6
3257,fast_food,São Domingos de Benfica,1,0.6
245,pizza,Santa Engrácia,1,0.6
3254,pastry,São Domingos de Benfica,4,0.6
3253,pastry,São Domingos de Benfica,1,0.6
3251,asian,São Domingos de Benfica,3,0.6
3250,asian,São Domingos de Benfica,4,0.6
3249,asian,São Domingos de Benfica,1,0.6
3248,asian,São Domingos de Benfica,2,0.6
3246,italian,São Domingos de Benfica,4,0.6
252,pasta,Santa Engrácia,2,0.6
253,pasta,Santa Engrácia,1,0.6
3242,burger,São Domingos de Benfica,4,0.6
256,mexican,Santa Engrácia,2,0.6
257,mexican,Santa Engrácia,1,0.6
3239,africa_me,São Domingos de Benfica,3,0.6
3236,africa_me,São Domingos de Benfica,2,0.6
3235,mexican,São Domingos de Benfica,3,0.6
3234,mexican,São Domingos de Benfica,4,0.6
3233,mexican,São Domingos de Benfica,1,0.6
3232,mexican,São Domingos de Benfica,2,0.6
3231,pasta,São Domingos de Benfica,3,0.6
3191,bar,São Domingos de Benfica,3,0.6
3190,bar,São Domingos de Benfica,4,0.6
3189,bar,São Domingos de Benfica,1,0.6
3188,bar,São Domingos de Benfica,2,0.6
3148,italian,Alvalade,2,0.6
3147,burger,Alvalade,3,0.6
3145,burger,Alvalade,1,0.6
3144,burger,Alvalade,2,0.6
3143,africa_me,Alvalade,3,0.6
3139,mexican,Alvalade,3,0.6
3137,mexican,Alvalade,1,0.6
3136,mexican,Alvalade,2,0.6
3135,pasta,Alvalade,3,0.6
3133,pasta,Alvalade,1,0.6
3132,pasta,Alvalade,2,0.6
3131,japanese,Alvalade,3,0.6
3130,japanese,Alvalade,4,0.6
3128,japanese,Alvalade,2,0.6
290,brunch,São Paulo,4,0.6
3126,pizza,Alvalade,4,0.6
291,brunch,São Paulo,3,0.6
292,cafe,São Paulo,2,0.6
3123,portuguese,Alvalade,3,0.6
3120,portuguese,Alvalade,2,0.6
3119,indian_nepalese,Alvalade,3,0.6
3115,grill,Alvalade,3,0.6
3114,grill,Alvalade,4,0.6
288,brunch,São Paulo,2,0.6
3150,italian,Alvalade,4,0.6
3151,italian,Alvalade,3,0.6
3171,brunch,São Domingos de Benfica,3,0.6
3187,chicken,São Domingos de Benfica,3,0.6
3186,chicken,São Domingos de Benfica,4,0.6
273,asian,Santa Engrácia,1,0.6
3179,mediterranean,São Domingos de Benfica,3,0.6
3178,mediterranean,São Domingos de Benfica,4,0.6
3176,mediterranean,São Domingos de Benfica,2,0.6
3175,cafe,São Domingos de Benfica,3,0.6
3174,cafe,São Domingos de Benfica,4,0.6
3173,cafe,São Domingos de Benfica,1,0.6
3172,cafe,São Domingos de Benfica,2,0.6
277,pastry,Santa Engrácia,1,0.6
3152,asian,Alvalade,2,0.6
3167,fado,Alvalade,3,0.6
3165,fado,Alvalade,1,0.6
3164,fado,Alvalade,2,0.6
280,fast_food,Santa Engrácia,2,0.6
281,fast_food,Santa Engrácia,1,0.6
284,fado,Santa Engrácia,2,0.6
3159,pastry,Alvalade,3,0.6
285,fado,Santa Engrácia,1,0.6
3156,pastry,Alvalade,2,0.6
3155,asian,Alvalade,3,0.6
2370,mexican,Sé,4,0.6
682,mediterranean,Encarnação,4,0.6
810,grill,Santa Isabel,4,0.6
1310,pasta,Madalena,4,0.6
1897,burger,Sacramento,1,0.6
1179,seafood,Pena,3,0.6
1889,mexican,Sacramento,1,0.6
1183,south_america,Pena,3,0.6
1185,veggie_healthy,Pena,1,0.6
1187,veggie_healthy,Pena,3,0.6
1193,grill,Pena,1,0.6
1195,grill,Pena,3,0.6
1199,indian_nepalese,Pena,3,0.6
1203,portuguese,Pena,3,0.6
1869,indian_nepalese,Sacramento,1,0.6
1207,pizza,Pena,3,0.6
1209,japanese,Pena,1,0.6
1215,pasta,Pena,3,0.6
1219,mexican,Pena,3,0.6
1175,bar,Pena,3,0.6
1174,bar,Pena,4,0.6
1171,chicken,Pena,3,0.6
1922,brunch,São Miguel,4,0.6
1933,european,São Miguel,1,0.6
1140,pastry,Santo Estevão,2,0.6
1141,pastry,Santo Estevão,1,0.6
1929,mediterranean,São Miguel,1,0.6
1925,cafe,São Miguel,1,0.6
1923,brunch,São Miguel,3,0.6
1921,brunch,São Miguel,1,0.6
1905,asian,Sacramento,1,0.6
1920,brunch,São Miguel,2,0.6
1159,cafe,Pena,3,0.6
1163,mediterranean,Pena,3,0.6
1164,european,Pena,2,0.6
1166,european,Pena,4,0.6
1167,european,Pena,3,0.6
1223,africa_me,Pena,3,0.6
1227,burger,Pena,3,0.6
1231,italian,Pena,3,0.6
1770,grill,São José,4,0.6
1277,south_america,Madalena,1,0.6
1278,south_america,Madalena,4,0.6
1785,japanese,São José,1,0.6
1285,bistro,Madalena,1,0.6
1778,portuguese,São José,4,0.6
1774,indian_nepalese,São José,4,0.6
1297,portuguese,Madalena,1,0.6
1275,seafood,Madalena,3,0.6
1762,veggie_healthy,São José,4,0.6
1301,pizza,Madalena,1,0.6
1754,seafood,São José,4,0.6
1305,japanese,Madalena,1,0.6
1750,bar,São José,4,0.6
1749,bar,São José,1,0.6
1793,mexican,São José,1,0.6
1797,africa_me,São José,1,0.6
1845,bar,Sacramento,1,0.6
1253,cafe,Madalena,1,0.6
1841,chicken,Sacramento,1,0.6
1239,pastry,Pena,3,0.6
1243,fast_food,Pena,3,0.6
1247,fado,Pena,3,0.6
1833,mediterranean,Sacramento,1,0.6
1249,brunch,Madalena,1,0.6
1254,cafe,Madalena,4,0.6
1272,seafood,Madalena,2,0.6
1825,brunch,Sacramento,1,0.6
1,brunch,Graça,1,0.6
1257,mediterranean,Madalena,1,0.6
1258,mediterranean,Madalena,4,0.6
1810,asian,São José,4,0.6
1265,chicken,Madalena,1,0.6
1934,european,São Miguel,4,0.6
1137,asian,Santo Estevão,1,0.6
1937,chicken,São Miguel,1,0.6
1039,italian,Anjos,3,0.6
1034,burger,Anjos,4,0.6
1035,burger,Anjos,3,0.6
1036,italian,Anjos,2,0.6
2042,seafood,Mártires,4,0.6
1037,italian,Anjos,1,0.6
1038,italian,Anjos,4,0.6
2038,bar,Mártires,4,0.6
1032,burger,Anjos,2,0.6
2037,bar,Mártires,1,0.6
2033,chicken,Mártires,1,0.6
1042,asian,Anjos,4,0.6
1046,pastry,Anjos,4,0.6
1047,pastry,Anjos,3,0.6
1048,fast_food,Anjos,2,0.6
1033,burger,Anjos,1,0.6
1031,africa_me,Anjos,3,0.6
1050,fast_food,Anjos,4,0.6
1017,japanese,Anjos,1,0.6
1006,indian_nepalese,Anjos,4,0.6
1008,portuguese,Anjos,2,0.6
1009,portuguese,Anjos,1,0.6
1010,portuguese,Anjos,4,0.6
1011,portuguese,Anjos,3,0.6
1016,japanese,Anjos,2,0.6
1019,japanese,Anjos,3,0.6
1030,africa_me,Anjos,4,0.6
2061,indian_nepalese,Mártires,1,0.6
1023,pasta,Anjos,3,0.6
1024,mexican,Anjos,2,0.6
1025,mexican,Anjos,1,0.6
1026,mexican,Anjos,4,0.6
1027,mexican,Anjos,3,0.6
1049,fast_food,Anjos,1,0.6
1051,fast_food,Anjos,3,0.6
1133,italian,Santo Estevão,1,0.6
1959,bistro,São Miguel,3,0.6
1973,pizza,São Miguel,1,0.6
1969,portuguese,São Miguel,1,0.6
1101,indian_nepalese,Santo Estevão,1,0.6
1965,indian_nepalese,São Miguel,1,0.6
1961,grill,São Miguel,1,0.6
1112,japanese,Santo Estevão,2,0.6
1958,bistro,São Miguel,4,0.6
1095,bistro,Santo Estevão,3,0.6
1957,bistro,São Miguel,1,0.6
1956,bistro,São Miguel,2,0.6
1949,south_america,São Miguel,1,0.6
1945,seafood,São Miguel,1,0.6
1941,bar,São Miguel,1,0.6
1132,italian,Santo Estevão,2,0.6
1096,grill,Santo Estevão,2,0.6
1976,japanese,São Miguel,2,0.6
1052,fado,Anjos,2,0.6
2008,fast_food,São Miguel,2,0.6
1053,fado,Anjos,1,0.6
1054,fado,Anjos,4,0.6
1055,fado,Anjos,3,0.6
1057,brunch,Santo Estevão,1,0.6
1059,brunch,Santo Estevão,3,0.6
2009,fast_food,São Miguel,1,0.6
1070,european,Santo Estevão,4,0.6
1977,japanese,São Miguel,1,0.6
1997,italian,São Miguel,1,0.6
1993,burger,São Miguel,1,0.6
1988,africa_me,São Miguel,2,0.6
1985,mexican,São Miguel,1,0.6
1089,veggie_healthy,Santo Estevão,1,0.6
1978,japanese,São Miguel,4,0.6
1308,pasta,Madalena,2,0.6
1741,european,São José,1,0.6
2089,burger,Mártires,1,0.6
1313,mexican,Madalena,1,0.6
1388,indian_nepalese,Santos-o-Velho,2,0.6
1556,bar,Mercês,2,0.6
1555,chicken,Mercês,3,0.6
1553,chicken,Mercês,1,0.6
1552,chicken,Mercês,2,0.6
1551,european,Mercês,3,0.6
1549,european,Mercês,1,0.6
1547,mediterranean,Mercês,3,0.6
1544,mediterranean,Mercês,2,0.6
1542,cafe,Mercês,4,0.6
1391,indian_nepalese,Santos-o-Velho,3,0.6
1539,brunch,Mercês,3,0.6
1536,brunch,Mercês,2,0.6
1535,fado,São Vicente de Fora,3,0.6
1534,fado,São Vicente de Fora,4,0.6
1387,grill,Santos-o-Velho,3,0.6
1562,seafood,Mercês,4,0.6
1563,seafood,Mercês,3,0.6
1581,indian_nepalese,Mercês,1,0.6
1381,bistro,Santos-o-Velho,1,0.6
1588,pizza,Mercês,2,0.6
1587,portuguese,Mercês,3,0.6
1586,portuguese,Mercês,4,0.6
1584,portuguese,Mercês,2,0.6
1583,indian_nepalese,Mercês,3,0.6
1580,indian_nepalese,Mercês,2,0.6
1564,south_america,Mercês,2,0.6
1579,grill,Mercês,3,0.6
1577,grill,Mercês,1,0.6
1576,grill,Mercês,2,0.6
1575,bistro,Mercês,3,0.6
1571,veggie_healthy,Mercês,3,0.6
1569,veggie_healthy,Mercês,1,0.6
1530,fast_food,São Vicente de Fora,4,0.6
1526,pastry,São Vicente de Fora,4,0.6
1518,italian,São Vicente de Fora,4,0.6
1431,pastry,Santos-o-Velho,3,0.6
1447,cafe,São Vicente de Fora,3,0.6
1446,cafe,São Vicente de Fora,4,0.6
1441,brunch,São Vicente de Fora,1,0.6
1439,fado,Santos-o-Velho,3,0.6
1435,fast_food,Santos-o-Velho,3,0.6
1395,portuguese,Santos-o-Velho,3,0.6
1423,italian,Santos-o-Velho,3,0.6
1458,chicken,São Vicente de Fora,4,0.6
1399,pizza,Santos-o-Velho,3,0.6
1400,japanese,Santos-o-Velho,2,0.6
1417,burger,Santos-o-Velho,1,0.6
1415,africa_me,Santos-o-Velho,3,0.6
1412,africa_me,Santos-o-Velho,2,0.6
1407,pasta,Santos-o-Velho,3,0.6
1450,mediterranean,São Vicente de Fora,4,0.6
1462,bar,São Vicente de Fora,4,0.6
1515,burger,São Vicente de Fora,3,0.6
1494,pizza,São Vicente de Fora,4,0.6
1514,burger,São Vicente de Fora,4,0.6
1512,burger,São Vicente de Fora,2,0.6
1510,africa_me,São Vicente de Fora,4,0.6
1506,mexican,São Vicente de Fora,4,0.6
1502,pasta,São Vicente de Fora,4,0.6
1498,japanese,São Vicente de Fora,4,0.6
1490,portuguese,São Vicente de Fora,4,0.6
1464,seafood,São Vicente de Fora,2,0.6
1486,indian_nepalese,São Vicente de Fora,4,0.6
1482,grill,São Vicente de Fora,4,0.6
1481,grill,São Vicente de Fora,1,0.6
1478,bistro,São Vicente de Fora,4,0.6
1467,seafood,São Vicente de Fora,3,0.6
1393,portuguese,Santos-o-Velho,1,0.6
1591,pizza,Mercês,3,0.6
1592,japanese,Mercês,2,0.6
1595,japanese,Mercês,3,0.6
1674,grill,Coração de Jesus,4,0.6
1685,pizza,Coração de Jesus,1,0.6
1682,portuguese,Coração de Jesus,4,0.6
1347,brunch,Santos-o-Velho,3,0.6
1348,cafe,Santos-o-Velho,2,0.6
1678,indian_nepalese,Coração de Jesus,4,0.6
1351,cafe,Santos-o-Velho,3,0.6
1673,grill,Coração de Jesus,1,0.6
1344,brunch,Santos-o-Velho,2,0.6
1353,mediterranean,Santos-o-Velho,1,0.6
1670,bistro,Coração de Jesus,4,0.6
1669,bistro,Coração de Jesus,1,0.6
1355,mediterranean,Santos-o-Velho,3,0.6
1666,veggie_healthy,Coração de Jesus,4,0.6
1665,veggie_healthy,Coração de Jesus,1,0.6
1686,pizza,Coração de Jesus,4,0.6
1689,japanese,Coração de Jesus,1,0.6
1359,european,Santos-o-Velho,3,0.6
1714,asian,Coração de Jesus,4,0.6
1317,africa_me,Madalena,1,0.6
1726,fado,Coração de Jesus,4,0.6
1722,fast_food,Coração de Jesus,4,0.6
1721,fast_food,Coração de Jesus,1,0.6
1325,italian,Madalena,1,0.6
1718,pastry,Coração de Jesus,4,0.6
1710,italian,Coração de Jesus,4,0.6
1690,japanese,Coração de Jesus,4,0.6
1706,burger,Coração de Jesus,4,0.6
1705,burger,Coração de Jesus,1,0.6
1702,africa_me,Coração de Jesus,4,0.6
1698,mexican,Coração de Jesus,4,0.6
1694,pasta,Coração de Jesus,4,0.6
1341,fado,Madalena,1,0.6
1662,south_america,Coração de Jesus,4,0.6
1658,seafood,Coração de Jesus,4,0.6
1596,pasta,Mercês,2,0.6
1612,italian,Mercês,2,0.6
1620,pastry,Mercês,2,0.6
1619,asian,Mercês,3,0.6
1375,south_america,Santos-o-Velho,3,0.6
1616,asian,Mercês,2,0.6
1615,italian,Mercês,3,0.6
1376,veggie_healthy,Santos-o-Velho,2,0.6
1611,burger,Mercês,3,0.6
1623,pastry,Mercês,3,0.6
1608,burger,Mercês,2,0.6
1605,africa_me,Mercês,1,0.6
1603,mexican,Mercês,3,0.6
1600,mexican,Mercês,2,0.6
1599,pasta,Mercês,3,0.6
1379,veggie_healthy,Santos-o-Velho,3,0.6
1621,pastry,Mercês,1,0.6
1624,fast_food,Mercês,2,0.6
1654,bar,Coração de Jesus,4,0.6
1642,mediterranean,Coração de Jesus,4,0.6
1363,chicken,Santos-o-Velho,3,0.6
1650,chicken,Coração de Jesus,4,0.6
1365,bar,Santos-o-Velho,1,0.6
1646,european,Coração de Jesus,4,0.6
1645,european,Coração de Jesus,1,0.6
1368,seafood,Santos-o-Velho,2,0.6
1638,cafe,Coração de Jesus,4,0.6
1627,fast_food,Mercês,3,0.6
1637,cafe,Coração de Jesus,1,0.6
1371,seafood,Santos-o-Velho,3,0.6
1635,brunch,Coração de Jesus,3,0.6
1634,brunch,Coração de Jesus,4,0.6
1631,fado,Mercês,3,0.6
1628,fado,Mercês,2,0.6
2085,africa_me,Mártires,1,0.6
0,brunch,Graça,2,0.6
2225,chicken,São Mamede,1,0.6
2164,pizza,São Cristóvão,2,0.6
2254,indian_nepalese,São Mamede,4,0.6
2181,africa_me,São Cristóvão,1,0.6
2314,mediterranean,Sé,4,0.6
990,south_america,Anjos,4,0.6
2180,africa_me,São Cristóvão,2,0.6
954,fast_food,Socorro,4,0.6
846,italian,Santa Isabel,4,0.6
957,fado,Socorro,1,0.6
893,south_america,Socorro,1,0.6
2258,portuguese,São Mamede,4,0.6
958,fado,Socorro,4,0.6
2310,cafe,Sé,4,0.6
2173,pasta,São Cristóvão,1,0.6
2260,pizza,São Mamede,2,0.6
2172,pasta,São Cristóvão,2,0.6
2171,japanese,São Cristóvão,3,0.6
850,asian,Santa Isabel,4,0.6
960,brunch,Anjos,2,0.6
2168,japanese,São Cristóvão,2,0.6
989,south_america,Anjos,1,0.6
2262,pizza,São Mamede,4,0.6
885,bar,Socorro,1,0.6
2265,japanese,São Mamede,1,0.6
952,fast_food,Socorro,2,0.6
991,south_america,Anjos,3,0.6
896,veggie_healthy,Socorro,2,0.6
901,bistro,Socorro,1,0.6
938,burger,Socorro,4,0.6
2101,pastry,Mártires,1,0.6
830,pasta,Santa Isabel,4,0.6
940,italian,Socorro,2,0.6
902,bistro,Socorro,4,0.6
2334,south_america,Sé,4,0.6
941,italian,Socorro,1,0.6
833,mexican,Santa Isabel,1,0.6
942,italian,Socorro,4,0.6
834,mexican,Santa Isabel,4,0.6
877,european,Socorro,1,0.6
2184,burger,São Cristóvão,2,0.6
994,veggie_healthy,Anjos,4,0.6
2326,bar,Sé,4,0.6
945,asian,Socorro,1,0.6
900,bistro,Socorro,2,0.6
949,pastry,Socorro,1,0.6
950,pastry,Socorro,4,0.6
2324,bar,Sé,2,0.6
993,veggie_healthy,Anjos,1,0.6
842,burger,Santa Isabel,4,0.6
2318,european,Sé,4,0.6
2115,brunch,São Cristóvão,3,0.6
2305,brunch,Sé,1,0.6
2338,veggie_healthy,Sé,4,0.6
2304,brunch,Sé,2,0.6
2270,pasta,São Mamede,4,0.6
2290,asian,São Mamede,4,0.6
973,european,Anjos,1,0.6
866,brunch,Socorro,4,0.6
881,chicken,Socorro,1,0.6
2286,italian,São Mamede,4,0.6
2140,south_america,São Cristóvão,2,0.6
869,cafe,Socorro,1,0.6
870,cafe,Socorro,4,0.6
872,mediterranean,Socorro,2,0.6
2273,mexican,São Mamede,1,0.6
2274,mexican,São Mamede,4,0.6
982,bar,Anjos,4,0.6
879,european,Socorro,3,0.6
976,chicken,Anjos,2,0.6
2282,burger,São Mamede,4,0.6
977,chicken,Anjos,1,0.6
873,mediterranean,Socorro,1,0.6
978,chicken,Anjos,4,0.6
981,bar,Anjos,1,0.6
2278,africa_me,São Mamede,4,0.6
980,bar,Anjos,2,0.6
979,chicken,Anjos,3,0.6
882,chicken,Socorro,4,0.6
2126,european,São Cristóvão,4,0.6
862,fado,Santa Isabel,4,0.6
2152,grill,São Cristóvão,2,0.6
988,south_america,Anjos,2,0.6
963,brunch,Anjos,3,0.6
986,seafood,Anjos,4,0.6
966,cafe,Anjos,4,0.6
967,cafe,Anjos,3,0.6
2156,indian_nepalese,São Cristóvão,2,0.6
968,mediterranean,Anjos,2,0.6
2302,fado,São Mamede,4,0.6
969,mediterranean,Anjos,1,0.6
854,pastry,Santa Isabel,4,0.6
970,mediterranean,Anjos,4,0.6
972,european,Anjos,2,0.6
857,fast_food,Santa Isabel,1,0.6
985,seafood,Anjos,1,0.6
858,fast_food,Santa Isabel,4,0.6
2298,fast_food,São Mamede,4,0.6
2267,japanese,São Mamede,3,0.6
2147,veggie_healthy,São Cristóvão,3,0.6
2297,fast_food,São Mamede,1,0.6
2296,fast_food,São Mamede,2,0.6
2124,european,São Cristóvão,2,0.6
2294,pastry,São Mamede,4,0.6
2336,veggie_healthy,Sé,2,0.6
838,africa_me,Santa Isabel,4,0.6
2350,indian_nepalese,Sé,4,0.6
913,portuguese,Socorro,1,0.6
2210,brunch,São Mamede,4,0.6
2226,chicken,São Mamede,4,0.6
2238,south_america,São Mamede,4,0.6
