,type_of_food,neighborhood,price,outputs
2574,italian,Campolide,4,0.8
2572,italian,Campolide,2,0.8
2571,burger,Campolide,3,0.8
1408,mexican,Santos-o-Velho,2,0.8
3647,fado,Santa Maria dos Olivais,3,0.8
1131,burger,Santo Estevão,3,0.8
956,fado,Socorro,2,0.8
955,fast_food,Socorro,3,0.8
636,pasta,Alto do Pina,2,0.8
1372,south_america,Santos-o-Velho,2,0.8
1085,south_america,Santo Estevão,1,0.8
231,bistro,Santa Engrácia,3,0.8
953,fast_food,Socorro,1,0.8
639,pasta,Alto do Pina,3,0.8
230,bistro,Santa Engrácia,4,0.8
640,mexican,Alto do Pina,2,0.8
641,mexican,Alto do Pina,1,0.8
1086,south_america,Santo Estevão,4,0.8
227,veggie_healthy,Santa Engrácia,3,0.8
643,mexican,Alto do Pina,3,0.8
226,veggie_healthy,Santa Engrácia,4,0.8
224,veggie_healthy,Santa Engrácia,2,0.8
948,pastry,Socorro,2,0.8
223,south_america,Santa Engrácia,3,0.8
1084,south_america,Santo Estevão,2,0.8
633,japanese,Alto do Pina,1,0.8
691,chicken,Encarnação,3,0.8
632,japanese,Alto do Pina,2,0.8
1360,chicken,Santos-o-Velho,2,0.8
1081,seafood,Santo Estevão,1,0.8
965,cafe,Anjos,1,0.8
620,indian_nepalese,Alto do Pina,2,0.8
964,cafe,Anjos,2,0.8
1229,italian,Pena,1,0.8
1364,bar,Santos-o-Velho,2,0.8
623,indian_nepalese,Alto do Pina,3,0.8
235,grill,Santa Engrácia,3,0.8
961,brunch,Anjos,1,0.8
624,portuguese,Alto do Pina,2,0.8
1367,bar,Santos-o-Velho,3,0.8
626,portuguese,Alto do Pina,4,0.8
627,portuguese,Alto do Pina,3,0.8
628,pizza,Alto do Pina,2,0.8
1225,burger,Pena,1,0.8
631,pizza,Alto do Pina,3,0.8
644,africa_me,Alto do Pina,2,0.8
947,asian,Socorro,3,0.8
946,asian,Socorro,4,0.8
1088,veggie_healthy,Santo Estevão,2,0.8
671,fado,Alto do Pina,3,0.8
672,brunch,Encarnação,2,0.8
925,pasta,Socorro,1,0.8
924,pasta,Socorro,2,0.8
196,cafe,Santa Engrácia,2,0.8
675,brunch,Encarnação,3,0.8
676,cafe,Encarnação,2,0.8
1208,japanese,Pena,2,0.8
192,brunch,Santa Engrácia,2,0.8
921,japanese,Socorro,1,0.8
679,cafe,Encarnação,3,0.8
1094,bistro,Santo Estevão,4,0.8
683,mediterranean,Encarnação,3,0.8
684,european,Encarnação,2,0.8
687,european,Encarnação,3,0.8
916,pizza,Socorro,2,0.8
1384,grill,Santos-o-Velho,2,0.8
1093,bistro,Santo Estevão,1,0.8
928,mexican,Socorro,2,0.8
667,fast_food,Alto do Pina,3,0.8
212,bar,Santa Engrácia,2,0.8
1217,mexican,Pena,1,0.8
944,asian,Socorro,2,0.8
647,africa_me,Alto do Pina,3,0.8
648,burger,Alto do Pina,2,0.8
651,burger,Alto do Pina,3,0.8
653,italian,Alto do Pina,1,0.8
1092,bistro,Santo Estevão,2,0.8
211,chicken,Santa Engrácia,3,0.8
339,portuguese,São Paulo,3,0.8
336,portuguese,São Paulo,2,0.8
338,portuguese,São Paulo,4,0.8
936,burger,Socorro,2,0.8
663,pastry,Alto do Pina,3,0.8
664,fast_food,Alto do Pina,2,0.8
933,africa_me,Socorro,1,0.8
932,africa_me,Socorro,2,0.8
236,indian_nepalese,Santa Engrácia,2,0.8
1080,seafood,Santo Estevão,2,0.8
615,bistro,Alto do Pina,3,0.8
263,africa_me,Santa Engrácia,3,0.8
1001,grill,Anjos,1,0.8
274,asian,Santa Engrácia,4,0.8
529,portuguese,Santa Catarina,1,0.8
1000,grill,Anjos,2,0.8
531,portuguese,Santa Catarina,3,0.8
537,japanese,Santa Catarina,1,0.8
541,pasta,Santa Catarina,1,0.8
995,veggie_healthy,Anjos,3,0.8
544,mexican,Santa Catarina,2,0.8
992,veggie_healthy,Anjos,2,0.8
547,mexican,Santa Catarina,3,0.8
1058,brunch,Santo Estevão,4,0.8
1060,cafe,Santo Estevão,2,0.8
1061,cafe,Santo Estevão,1,0.8
1063,cafe,Santo Estevão,3,0.8
987,seafood,Anjos,3,0.8
556,italian,Santa Catarina,2,0.8
528,portuguese,Santa Catarina,2,0.8
522,grill,Santa Catarina,4,0.8
517,bistro,Santa Catarina,1,0.8
1013,pizza,Anjos,1,0.8
490,mediterranean,Santa Catarina,4,0.8
1040,asian,Anjos,2,0.8
1041,asian,Anjos,1,0.8
1298,portuguese,Madalena,4,0.8
1273,seafood,Madalena,1,0.8
1015,pizza,Anjos,3,0.8
287,fado,Santa Engrácia,3,0.8
1012,pizza,Anjos,2,0.8
276,pastry,Santa Engrácia,2,0.8
1043,asian,Anjos,3,0.8
506,seafood,Santa Catarina,4,0.8
283,fast_food,Santa Engrácia,3,0.8
1044,pastry,Anjos,2,0.8
1045,pastry,Anjos,1,0.8
1309,pasta,Madalena,1,0.8
1007,indian_nepalese,Anjos,3,0.8
557,italian,Santa Catarina,1,0.8
559,italian,Santa Catarina,3,0.8
240,portuguese,Santa Engrácia,2,0.8
984,seafood,Anjos,2,0.8
596,bar,Alto do Pina,2,0.8
597,bar,Alto do Pina,1,0.8
1237,pastry,Pena,1,0.8
1236,pastry,Pena,2,0.8
248,japanese,Santa Engrácia,2,0.8
604,south_america,Alto do Pina,2,0.8
605,south_america,Alto do Pina,1,0.8
1352,mediterranean,Santos-o-Velho,2,0.8
1076,bar,Santo Estevão,2,0.8
243,portuguese,Santa Engrácia,3,0.8
971,mediterranean,Anjos,3,0.8
608,veggie_healthy,Alto do Pina,2,0.8
1077,bar,Santo Estevão,1,0.8
612,bistro,Alto do Pina,2,0.8
1356,european,Santos-o-Velho,2,0.8
613,bistro,Alto do Pina,1,0.8
1233,asian,Pena,1,0.8
1075,chicken,Santo Estevão,3,0.8
1073,chicken,Santo Estevão,1,0.8
251,japanese,Santa Engrácia,3,0.8
1069,european,Santo Estevão,1,0.8
1064,mediterranean,Santo Estevão,2,0.8
1065,mediterranean,Santo Estevão,1,0.8
1337,fast_food,Madalena,1,0.8
563,asian,Santa Catarina,3,0.8
259,mexican,Santa Engrácia,3,0.8
983,bar,Anjos,3,0.8
1068,european,Santo Estevão,2,0.8
1245,fado,Pena,1,0.8
593,chicken,Alto do Pina,1,0.8
1072,chicken,Santo Estevão,2,0.8
315,seafood,São Paulo,3,0.8
584,mediterranean,Alto do Pina,2,0.8
588,european,Alto do Pina,2,0.8
255,pasta,Santa Engrácia,3,0.8
589,european,Alto do Pina,1,0.8
591,european,Alto do Pina,3,0.8
914,portuguese,Socorro,4,0.8
668,fado,Alto do Pina,2,0.8
1204,pizza,Pena,2,0.8
853,pastry,Santa Isabel,1,0.8
1114,japanese,Santo Estevão,4,0.8
781,european,Santa Isabel,1,0.8
1157,cafe,Pena,1,0.8
1115,japanese,Santo Estevão,3,0.8
94,fado,Graça,4,0.8
1149,fado,Santo Estevão,1,0.8
1116,pasta,Santo Estevão,2,0.8
90,fast_food,Graça,4,0.8
82,asian,Graça,4,0.8
81,asian,Graça,1,0.8
78,italian,Graça,4,0.8
77,italian,Graça,1,0.8
76,italian,Graça,2,0.8
789,bar,Santa Isabel,1,0.8
1117,pasta,Santo Estevão,1,0.8
74,burger,Graça,4,0.8
70,africa_me,Graça,4,0.8
837,africa_me,Santa Isabel,1,0.8
777,mediterranean,Santa Isabel,1,0.8
1113,japanese,Santo Estevão,1,0.8
845,italian,Santa Isabel,1,0.8
759,pastry,Encarnação,3,0.8
849,asian,Santa Isabel,1,0.8
760,fast_food,Encarnação,2,0.8
1165,european,Pena,1,0.8
847,italian,Santa Isabel,3,0.8
763,fast_food,Encarnação,3,0.8
764,fado,Encarnação,2,0.8
844,italian,Santa Isabel,2,0.8
840,burger,Santa Isabel,2,0.8
843,burger,Santa Isabel,3,0.8
767,fado,Encarnação,3,0.8
769,brunch,Santa Isabel,1,0.8
841,burger,Santa Isabel,1,0.8
772,cafe,Santa Isabel,2,0.8
773,cafe,Santa Isabel,1,0.8
912,portuguese,Socorro,2,0.8
66,mexican,Graça,4,0.8
62,pasta,Graça,4,0.8
61,pasta,Graça,1,0.8
805,bistro,Santa Isabel,1,0.8
817,portuguese,Santa Isabel,1,0.8
1125,africa_me,Santo Estevão,1,0.8
30,south_america,Graça,4,0.8
1138,asian,Santo Estevão,4,0.8
1128,burger,Santo Estevão,2,0.8
18,chicken,Graça,4,0.8
15,european,Graça,3,0.8
1129,burger,Santo Estevão,1,0.8
42,grill,Graça,4,0.8
12,european,Graça,2,0.8
1136,asian,Santo Estevão,2,0.8
5,cafe,Graça,1,0.8
808,grill,Santa Isabel,2,0.8
813,indian_nepalese,Santa Isabel,1,0.8
1403,japanese,Santos-o-Velho,3,0.8
811,grill,Santa Isabel,3,0.8
38,bistro,Graça,4,0.8
801,veggie_healthy,Santa Isabel,1,0.8
793,seafood,Santa Isabel,1,0.8
1121,mexican,Santo Estevão,1,0.8
1120,mexican,Santo Estevão,2,0.8
60,pasta,Graça,2,0.8
58,japanese,Graça,4,0.8
829,pasta,Santa Isabel,1,0.8
827,japanese,Santa Isabel,3,0.8
57,japanese,Graça,1,0.8
1148,fado,Santo Estevão,2,0.8
1147,fast_food,Santo Estevão,3,0.8
1396,pizza,Santos-o-Velho,2,0.8
50,portuguese,Graça,4,0.8
46,indian_nepalese,Graça,4,0.8
1145,fast_food,Santo Estevão,1,0.8
797,south_america,Santa Isabel,1,0.8
1144,fast_food,Santo Estevão,2,0.8
1124,africa_me,Santo Estevão,2,0.8
821,pizza,Santa Isabel,1,0.8
370,asian,São Paulo,4,0.8
1161,mediterranean,Pena,1,0.8
719,indian_nepalese,Encarnação,3,0.8
695,bar,Encarnação,3,0.8
1392,portuguese,Santos-o-Velho,2,0.8
889,seafood,Socorro,1,0.8
720,portuguese,Encarnação,2,0.8
888,seafood,Socorro,2,0.8
721,portuguese,Encarnação,1,0.8
886,bar,Socorro,4,0.8
1188,bistro,Pena,2,0.8
1100,indian_nepalese,Santo Estevão,2,0.8
732,pasta,Encarnação,2,0.8
884,bar,Socorro,2,0.8
360,burger,São Paulo,2,0.8
1097,grill,Santo Estevão,1,0.8
1182,south_america,Pena,4,0.8
880,chicken,Socorro,2,0.8
1181,south_america,Pena,1,0.8
363,burger,São Paulo,3,0.8
892,south_america,Socorro,2,0.8
1189,bistro,Pena,1,0.8
700,south_america,Encarnação,2,0.8
894,south_america,Socorro,4,0.8
903,bistro,Socorro,3,0.8
904,grill,Socorro,2,0.8
708,bistro,Encarnação,2,0.8
1098,grill,Santo Estevão,4,0.8
351,pasta,São Paulo,3,0.8
899,veggie_healthy,Socorro,3,0.8
1192,grill,Pena,2,0.8
898,veggie_healthy,Socorro,4,0.8
905,grill,Socorro,1,0.8
1197,indian_nepalese,Pena,1,0.8
908,indian_nepalese,Socorro,2,0.8
354,mexican,São Paulo,4,0.8
715,grill,Encarnação,3,0.8
1099,grill,Santo Estevão,3,0.8
168,burger,Prazeres,2,0.8
731,japanese,Encarnação,3,0.8
361,burger,São Paulo,1,0.8
1105,portuguese,Santo Estevão,1,0.8
1169,chicken,Pena,1,0.8
747,burger,Encarnação,3,0.8
861,fado,Santa Isabel,1,0.8
864,brunch,Socorro,2,0.8
865,brunch,Socorro,1,0.8
748,italian,Encarnação,2,0.8
1104,portuguese,Santo Estevão,2,0.8
1173,bar,Pena,1,0.8
749,italian,Encarnação,1,0.8
1109,pizza,Santo Estevão,1,0.8
743,africa_me,Encarnação,3,0.8
868,cafe,Socorro,2,0.8
1108,pizza,Santo Estevão,2,0.8
369,asian,São Paulo,1,0.8
368,asian,São Paulo,2,0.8
1176,seafood,Pena,2,0.8
752,asian,Encarnação,2,0.8
1168,chicken,Pena,2,0.8
739,mexican,Encarnação,3,0.8
735,pasta,Encarnação,3,0.8
1177,seafood,Pena,1,0.8
755,asian,Encarnação,3,0.8
876,european,Socorro,2,0.8
343,pizza,São Paulo,3,0.8
874,mediterranean,Socorro,4,0.8
439,pizza,Lapa,3,0.6
2861,italian,Santiago,1,0.6
2798,european,Santiago,4,0.6
2792,mediterranean,Santiago,2,0.6
2933,pizza,Santo Condestável,1,0.6
2934,pizza,Santo Condestável,4,0.6
435,portuguese,Lapa,3,0.6
460,italian,Lapa,2,0.6
2853,africa_me,Santiago,1,0.6
2800,chicken,Santiago,2,0.6
481,brunch,Santa Catarina,1,0.6
459,burger,Lapa,3,0.6
2837,pizza,Santiago,1,0.6
2825,grill,Santiago,1,0.6
463,italian,Lapa,3,0.6
2843,japanese,Santiago,3,0.6
2820,bistro,Santiago,2,0.6
2926,indian_nepalese,Santo Condestável,4,0.6
2929,portuguese,Santo Condestável,1,0.6
2925,indian_nepalese,Santo Condestável,1,0.6
2845,pasta,Santiago,1,0.6
2930,portuguese,Santo Condestável,4,0.6
2849,mexican,Santiago,1,0.6
2813,south_america,Santiago,1,0.6
2955,burger,Santo Condestável,3,0.6
472,fast_food,Lapa,2,0.6
432,portuguese,Lapa,2,0.6
2917,bistro,Santo Condestável,1,0.6
2865,asian,Santiago,1,0.6
2906,seafood,Santo Condestável,4,0.6
2953,burger,Santo Condestável,1,0.6
2938,japanese,Santo Condestável,4,0.6
2909,south_america,Santo Condestável,1,0.6
2910,south_america,Santo Condestável,4,0.6
2913,veggie_healthy,Santo Condestável,1,0.6
2952,burger,Santo Condestável,2,0.6
2939,japanese,Santo Condestável,3,0.6
2921,grill,Santo Condestável,1,0.6
2950,africa_me,Santo Condestável,4,0.6
2914,veggie_healthy,Santo Condestável,4,0.6
2949,africa_me,Santo Condestável,1,0.6
2946,mexican,Santo Condestável,4,0.6
2945,mexican,Santo Condestável,1,0.6
2918,bistro,Santo Condestável,4,0.6
2942,pasta,Santo Condestável,4,0.6
2937,japanese,Santo Condestável,1,0.6
396,european,Lapa,2,0.6
427,grill,Lapa,3,0.6
2905,seafood,Santo Condestável,1,0.6
2954,burger,Santo Condestável,4,0.6
2873,fast_food,Santiago,1,0.6
2877,fado,Santiago,1,0.6
2787,brunch,Santiago,3,0.6
2881,brunch,Santo Condestável,1,0.6
2885,cafe,Santo Condestável,1,0.6
2886,cafe,Santo Condestável,4,0.6
2889,mediterranean,Santo Condestável,1,0.6
2890,mediterranean,Santo Condestável,4,0.6
2893,european,Santo Condestável,1,0.6
2897,chicken,Santo Condestável,1,0.6
2898,chicken,Santo Condestável,4,0.6
2941,pasta,Santo Condestável,1,0.6
2901,bar,Santo Condestável,1,0.6
2902,bar,Santo Condestável,4,0.6
2789,cafe,Santiago,1,0.6
1405,pasta,Santos-o-Velho,1,0.6
489,mediterranean,Santa Catarina,1,0.6
728,japanese,Encarnação,2,0.6
716,indian_nepalese,Encarnação,2,0.6
2486,pastry,São Nicolau,4,0.6
722,portuguese,Encarnação,4,0.6
724,pizza,Encarnação,2,0.6
2478,italian,São Nicolau,4,0.6
727,pizza,Encarnação,3,0.6
2474,burger,São Nicolau,4,0.6
729,japanese,Encarnação,1,0.6
711,bistro,Encarnação,3,0.6
2470,africa_me,São Nicolau,4,0.6
2469,africa_me,São Nicolau,1,0.6
2466,mexican,São Nicolau,4,0.6
2462,pasta,São Nicolau,4,0.6
736,mexican,Encarnação,2,0.6
2456,japanese,São Nicolau,2,0.6
740,africa_me,Encarnação,2,0.6
712,grill,Encarnação,2,0.6
2496,brunch,Campolide,2,0.6
2785,brunch,Santiago,1,0.6
688,chicken,Encarnação,2,0.6
658,asian,Alto do Pina,4,0.6
662,pastry,Alto do Pina,4,0.6
666,fast_food,Alto do Pina,4,0.6
670,fado,Alto do Pina,4,0.6
677,cafe,Encarnação,1,0.6
680,mediterranean,Encarnação,2,0.6
686,european,Encarnação,4,0.6
692,bar,Encarnação,2,0.6
2498,brunch,Campolide,4,0.6
694,bar,Encarnação,4,0.6
696,seafood,Encarnação,2,0.6
699,seafood,Encarnação,3,0.6
702,south_america,Encarnação,4,0.6
703,south_america,Encarnação,3,0.6
704,veggie_healthy,Encarnação,2,0.6
707,veggie_healthy,Encarnação,3,0.6
2454,pizza,São Nicolau,4,0.6
744,burger,Encarnação,2,0.6
745,burger,Encarnação,1,0.6
2390,pastry,Sé,4,0.6
2400,brunch,São Nicolau,2,0.6
790,bar,Santa Isabel,4,0.6
2397,fado,Sé,1,0.6
794,seafood,Santa Isabel,4,0.6
2395,fast_food,Sé,3,0.6
2394,fast_food,Sé,4,0.6
2392,fast_food,Sé,2,0.6
798,south_america,Santa Isabel,4,0.6
2446,indian_nepalese,São Nicolau,4,0.6
2386,asian,Sé,4,0.6
2384,asian,Sé,2,0.6
802,veggie_healthy,Santa Isabel,4,0.6
2382,italian,Sé,4,0.6
2376,burger,Sé,2,0.6
2375,africa_me,Sé,3,0.6
2374,africa_me,Sé,4,0.6
2402,brunch,São Nicolau,4,0.6
786,chicken,Santa Isabel,4,0.6
785,chicken,Santa Isabel,1,0.6
782,european,Santa Isabel,4,0.6
2442,grill,São Nicolau,4,0.6
2441,grill,São Nicolau,1,0.6
754,asian,Encarnação,4,0.6
756,pastry,Encarnação,2,0.6
2430,south_america,São Nicolau,4,0.6
757,pastry,Encarnação,1,0.6
761,fast_food,Encarnação,1,0.6
2422,bar,São Nicolau,4,0.6
765,fado,Encarnação,1,0.6
2418,chicken,São Nicolau,4,0.6
770,brunch,Santa Isabel,4,0.6
774,cafe,Santa Isabel,4,0.6
2410,mediterranean,São Nicolau,4,0.6
778,mediterranean,Santa Isabel,4,0.6
2406,cafe,São Nicolau,4,0.6
654,italian,Alto do Pina,4,0.6
650,burger,Alto do Pina,4,0.6
646,africa_me,Alto do Pina,4,0.6
514,veggie_healthy,Santa Catarina,4,0.6
505,seafood,Santa Catarina,1,0.6
507,seafood,Santa Catarina,3,0.6
508,south_america,Santa Catarina,2,0.6
509,south_america,Santa Catarina,1,0.6
510,south_america,Santa Catarina,4,0.6
511,south_america,Santa Catarina,3,0.6
513,veggie_healthy,Santa Catarina,1,0.6
515,veggie_healthy,Santa Catarina,3,0.6
545,mexican,Santa Catarina,1,0.6
518,bistro,Santa Catarina,4,0.6
526,indian_nepalese,Santa Catarina,4,0.6
2650,japanese,Santa Justa,4,0.6
532,pizza,Santa Catarina,2,0.6
534,pizza,Santa Catarina,4,0.6
535,pizza,Santa Catarina,3,0.6
538,japanese,Santa Catarina,4,0.6
503,bar,Santa Catarina,3,0.6
501,bar,Santa Catarina,1,0.6
498,chicken,Santa Catarina,4,0.6
2686,fado,Santa Justa,4,0.6
2777,fast_food,São Jorge de Arroios,1,0.6
2773,pastry,São Jorge de Arroios,1,0.6
2772,pastry,São Jorge de Arroios,2,0.6
2769,asian,São Jorge de Arroios,1,0.6
2768,asian,São Jorge de Arroios,2,0.6
2747,japanese,São Jorge de Arroios,3,0.6
2743,pizza,São Jorge de Arroios,3,0.6
2740,pizza,São Jorge de Arroios,2,0.6
2713,seafood,São Jorge de Arroios,1,0.6
2712,seafood,São Jorge de Arroios,2,0.6
2695,cafe,São Jorge de Arroios,3,0.6
2692,cafe,São Jorge de Arroios,2,0.6
2691,brunch,São Jorge de Arroios,3,0.6
2689,brunch,São Jorge de Arroios,1,0.6
2688,brunch,São Jorge de Arroios,2,0.6
542,pasta,Santa Catarina,4,0.6
546,mexican,Santa Catarina,4,0.6
2553,japanese,Campolide,1,0.6
618,grill,Alto do Pina,4,0.6
598,bar,Alto do Pina,4,0.6
602,seafood,Alto do Pina,4,0.6
2957,italian,Santo Condestável,1,0.6
2585,fast_food,Campolide,1,0.6
610,veggie_healthy,Alto do Pina,4,0.6
614,bistro,Alto do Pina,4,0.6
2578,asian,Campolide,4,0.6
621,indian_nepalese,Alto do Pina,1,0.6
549,africa_me,Santa Catarina,1,0.6
622,indian_nepalese,Alto do Pina,4,0.6
2573,italian,Campolide,1,0.6
630,pizza,Alto do Pina,4,0.6
634,japanese,Alto do Pina,4,0.6
637,pasta,Alto do Pina,1,0.6
638,pasta,Alto do Pina,4,0.6
642,mexican,Alto do Pina,4,0.6
594,chicken,Alto do Pina,4,0.6
2594,brunch,Santa Justa,4,0.6
586,mediterranean,Alto do Pina,4,0.6
582,cafe,Alto do Pina,4,0.6
550,africa_me,Santa Catarina,4,0.6
2630,bistro,Santa Justa,4,0.6
552,burger,Santa Catarina,2,0.6
553,burger,Santa Catarina,1,0.6
554,burger,Santa Catarina,4,0.6
555,burger,Santa Catarina,3,0.6
558,italian,Santa Catarina,4,0.6
561,asian,Santa Catarina,1,0.6
562,asian,Santa Catarina,4,0.6
566,pastry,Santa Catarina,4,0.6
569,fast_food,Santa Catarina,1,0.6
570,fast_food,Santa Catarina,4,0.6
573,fado,Santa Catarina,1,0.6
574,fado,Santa Catarina,4,0.6
578,brunch,Alto do Pina,4,0.6
606,south_america,Alto do Pina,4,0.6
358,africa_me,São Paulo,4,0.6
2958,italian,Santo Condestável,4,0.6
171,burger,Prazeres,3,0.6
3398,bistro,Almargem do Bispo,4,0.6
3397,bistro,Almargem do Bispo,1,0.6
3395,veggie_healthy,Almargem do Bispo,3,0.6
3394,veggie_healthy,Almargem do Bispo,4,0.6
3392,veggie_healthy,Almargem do Bispo,2,0.6
175,italian,Prazeres,3,0.6
176,asian,Prazeres,2,0.6
184,fast_food,Prazeres,2,0.6
185,fast_food,Prazeres,1,0.6
3378,chicken,Almargem do Bispo,4,0.6
3377,chicken,Almargem do Bispo,1,0.6
3374,european,Almargem do Bispo,4,0.6
193,brunch,Santa Engrácia,1,0.6
3366,cafe,Almargem do Bispo,4,0.6
194,brunch,Santa Engrácia,4,0.6
3362,brunch,Almargem do Bispo,4,0.6
3360,brunch,Almargem do Bispo,2,0.6
3359,fado,Nossa Senhora de Fátima,3,0.6
200,mediterranean,Santa Engrácia,2,0.6
3356,fado,Nossa Senhora de Fátima,2,0.6
201,mediterranean,Santa Engrácia,1,0.6
3354,fast_food,Nossa Senhora de Fátima,4,0.6
203,mediterranean,Santa Engrácia,3,0.6
172,italian,Prazeres,2,0.6
3402,grill,Almargem do Bispo,4,0.6
3351,pastry,Nossa Senhora de Fátima,3,0.6
169,burger,Prazeres,1,0.6
3450,fast_food,Almargem do Bispo,4,0.6
3446,pastry,Almargem do Bispo,4,0.6
3444,pastry,Almargem do Bispo,2,0.6
3442,asian,Almargem do Bispo,4,0.6
3441,asian,Almargem do Bispo,1,0.6
3438,italian,Almargem do Bispo,4,0.6
3434,burger,Almargem do Bispo,4,0.6
3432,burger,Almargem do Bispo,2,0.6
3431,africa_me,Almargem do Bispo,3,0.6
3430,africa_me,Almargem do Bispo,4,0.6
3429,africa_me,Almargem do Bispo,1,0.6
156,pasta,Prazeres,2,0.6
3426,mexican,Almargem do Bispo,4,0.6
3425,mexican,Almargem do Bispo,1,0.6
3422,pasta,Almargem do Bispo,4,0.6
160,mexican,Prazeres,2,0.6
3419,japanese,Almargem do Bispo,3,0.6
3418,japanese,Almargem do Bispo,4,0.6
3416,japanese,Almargem do Bispo,2,0.6
3414,pizza,Almargem do Bispo,4,0.6
163,mexican,Prazeres,3,0.6
3406,indian_nepalese,Almargem do Bispo,4,0.6
3405,indian_nepalese,Almargem do Bispo,1,0.6
204,european,Santa Engrácia,2,0.6
3348,pastry,Nossa Senhora de Fátima,2,0.6
383,fado,São Paulo,3,0.6
3303,bistro,Nossa Senhora de Fátima,3,0.6
3300,bistro,Nossa Senhora de Fátima,2,0.6
3299,veggie_healthy,Nossa Senhora de Fátima,3,0.6
232,grill,Santa Engrácia,2,0.6
3296,veggie_healthy,Nossa Senhora de Fátima,2,0.6
3295,south_america,Nossa Senhora de Fátima,3,0.6
3293,south_america,Nossa Senhora de Fátima,1,0.6
3292,south_america,Nossa Senhora de Fátima,2,0.6
3291,seafood,Nossa Senhora de Fátima,3,0.6
233,grill,Santa Engrácia,1,0.6
3288,seafood,Nossa Senhora de Fátima,2,0.6
3287,bar,Nossa Senhora de Fátima,3,0.6
3284,bar,Nossa Senhora de Fátima,2,0.6
3283,chicken,Nossa Senhora de Fátima,3,0.6
3281,chicken,Nossa Senhora de Fátima,1,0.6
3280,chicken,Nossa Senhora de Fátima,2,0.6
3279,european,Nossa Senhora de Fátima,3,0.6
3277,european,Nossa Senhora de Fátima,1,0.6
3276,european,Nossa Senhora de Fátima,2,0.6
3275,mediterranean,Nossa Senhora de Fátima,3,0.6
3272,mediterranean,Nossa Senhora de Fátima,2,0.6
3270,cafe,Nossa Senhora de Fátima,4,0.6
241,portuguese,Santa Engrácia,1,0.6
3267,brunch,Nossa Senhora de Fátima,3,0.6
3301,bistro,Nossa Senhora de Fátima,1,0.6
3304,grill,Nossa Senhora de Fátima,2,0.6
3347,asian,Nossa Senhora de Fátima,3,0.6
3307,grill,Nossa Senhora de Fátima,3,0.6
208,chicken,Santa Engrácia,2,0.6
3344,asian,Nossa Senhora de Fátima,2,0.6
209,chicken,Santa Engrácia,1,0.6
3342,italian,Nossa Senhora de Fátima,4,0.6
213,bar,Santa Engrácia,1,0.6
216,seafood,Santa Engrácia,2,0.6
217,seafood,Santa Engrácia,1,0.6
3335,africa_me,Nossa Senhora de Fátima,3,0.6
3333,africa_me,Nossa Senhora de Fátima,1,0.6
3332,africa_me,Nossa Senhora de Fátima,2,0.6
3331,mexican,Nossa Senhora de Fátima,3,0.6
220,south_america,Santa Engrácia,2,0.6
3328,mexican,Nossa Senhora de Fátima,2,0.6
3327,pasta,Nossa Senhora de Fátima,3,0.6
221,south_america,Santa Engrácia,1,0.6
3324,pasta,Nossa Senhora de Fátima,2,0.6
3322,japanese,Nossa Senhora de Fátima,4,0.6
3318,pizza,Nossa Senhora de Fátima,4,0.6
228,bistro,Santa Engrácia,2,0.6
3315,portuguese,Nossa Senhora de Fátima,3,0.6
229,bistro,Santa Engrácia,1,0.6
3311,indian_nepalese,Nossa Senhora de Fátima,3,0.6
3308,indian_nepalese,Nossa Senhora de Fátima,2,0.6
144,portuguese,Prazeres,2,0.6
3454,fado,Almargem do Bispo,4,0.6
3457,brunch,São Sebastião da Pedreira,1,0.6
3605,pizza,Santa Maria dos Olivais,1,0.6
3600,portuguese,Santa Maria dos Olivais,2,0.6
3593,grill,Santa Maria dos Olivais,1,0.6
3592,grill,Santa Maria dos Olivais,2,0.6
3589,bistro,Santa Maria dos Olivais,1,0.6
3588,bistro,Santa Maria dos Olivais,2,0.6
3585,veggie_healthy,Santa Maria dos Olivais,1,0.6
3584,veggie_healthy,Santa Maria dos Olivais,2,0.6
3581,south_america,Santa Maria dos Olivais,1,0.6
3580,south_america,Santa Maria dos Olivais,2,0.6
3577,seafood,Santa Maria dos Olivais,1,0.6
3576,seafood,Santa Maria dos Olivais,2,0.6
3573,bar,Santa Maria dos Olivais,1,0.6
3572,bar,Santa Maria dos Olivais,2,0.6
3569,chicken,Santa Maria dos Olivais,1,0.6
3568,chicken,Santa Maria dos Olivais,2,0.6
3565,european,Santa Maria dos Olivais,1,0.6
3564,european,Santa Maria dos Olivais,2,0.6
3561,mediterranean,Santa Maria dos Olivais,1,0.6
3560,mediterranean,Santa Maria dos Olivais,2,0.6
3557,cafe,Santa Maria dos Olivais,1,0.6
3556,cafe,Santa Maria dos Olivais,2,0.6
3553,brunch,Santa Maria dos Olivais,1,0.6
3552,brunch,Santa Maria dos Olivais,2,0.6
3601,portuguese,Santa Maria dos Olivais,1,0.6
3608,japanese,Santa Maria dos Olivais,2,0.6
3458,brunch,São Sebastião da Pedreira,4,0.6
3609,japanese,Santa Maria dos Olivais,1,0.6
3645,fado,Santa Maria dos Olivais,1,0.6
3644,fado,Santa Maria dos Olivais,2,0.6
3,brunch,Graça,3,0.6
3641,fast_food,Santa Maria dos Olivais,1,0.6
3640,fast_food,Santa Maria dos Olivais,2,0.6
3637,pastry,Santa Maria dos Olivais,1,0.6
